name,Eads,delta_e,Ebonding,d-band,f3,f4,f5,f6,iz3,iz4,iz5,iz6,izz3,izz4,izz5,izz6
bridge-20-216,-0.340301,-0.002116,8.26164,-3.79249921,140.359356,476.960097,499.861889,1239.245023,0.572099,0.287695,0.038453,230.947002,4.8131,0.007179,1.665197,187.460225
bridge-20-217,-0.367829,-0.005661,8.23411,-3.794479898,148.366931,477.080291,495.892669,1240.756499,0.379937,0.311764,0.130482,223.649699,5.689596,0.0106,1.868066,167.536766
bridge-20-218,-0.303816,0.002459,8.29812,-3.784678114,127.310076,474.157824,502.050174,1236.337197,0.896111,0.082678,0.013115,238.450196,3.005266,0.063799,0.519249,221.211884
bridge-20-219,-0.548367,-0.024717,8.05357,-3.820778233,182.515133,473.427793,484.69056,1242.460536,0.011608,0.102015,0.67418,178.276362,7.678035,0.058108,0.501035,93.497682
bridge-20-220,-0.317123,0.000494,8.28482,-3.789921579,133.196675,474.945645,502.103549,1237.980876,0.72238,0.183987,0.000002,235.965684,4.042586,0.036108,1.151547,205.666468
bridge-20-221,-0.399628,-0.010136,8.20231,-3.795738625,157.083477,476.92563,492.259384,1242.07717,0.205154,0.266943,0.212783,214.650096,6.590458,0.056325,1.67445,148.013704
bridge-20-222,-0.300924,0.002148,8.30101,-3.78485011,126.981185,472.594926,501.945484,1236.90201,0.841634,0.073903,0.026691,238.243529,3.279889,0.051129,0.52107,220.875575
bridge-20-223,-0.489119,-0.019542,8.11282,-3.793811525,174.665765,475.309183,485.841693,1242.858037,0.038058,0.115831,0.470376,191.874949,7.563392,0.11263,0.872351,110.707609
bridge-20-224,-0.334434,-0.002866,8.2675,-3.793015517,140.198481,475.297706,499.175452,1239.899125,0.486684,0.222895,0.005742,231.018012,5.275891,0.006703,1.561185,187.726573
bridge-20-225,-0.29524,0.002326,8.3067,-3.788814799,120.918637,469.990551,492.968791,1236.030588,0.880662,0.001066,0.02723,236.111758,2.408897,0.044172,0.000366,230.774242
bridge-20-226,-0.294486,0.00234,8.30745,-3.788925474,121.069797,469.8943,494.225086,1236.0596,0.8842,0.000133,0.03376,236.415568,2.471683,0.044848,0.000298,231.042358
bridge-20-227,-1.367844,-0.055401,7.23409,-3.866865267,243.082591,409.566566,518.509461,1227.544028,0.06509,0.283113,1.786955,76.320619,4.847975,0.036898,0.890341,25.705993
bridge-20-228,-0.293537,0.002523,8.3084,-3.788974615,121.158197,469.607263,495.318632,1236.133169,0.882773,0.000044,0.040844,236.647566,2.559265,0.043581,0.002677,231.228238
bridge-20-229,-0.312849,-0.000342,8.28909,-3.789878425,132.860501,473.287808,501.555972,1238.60017,0.645401,0.145844,0.007491,235.813924,4.456848,0.028292,1.089051,205.730283
bridge-20-230,-0.360895,-0.006807,8.24104,-3.791356848,148.381182,476.192004,494.906898,1241.287576,0.307179,0.238055,0.04239,223.976031,6.112399,0.005324,1.774657,167.714277
bridge-20-231,-1.16654,-0.052842,7.4354,-3.860107049,225.562144,427.486709,507.851544,1230.011068,0.004599,0.289225,1.487383,89.534601,5.469447,0.014967,0.745258,29.723527
bridge-20-232,-0.292462,0.002533,8.30948,-3.789060817,121.182482,469.143508,496.256278,1236.243874,0.876646,0.000468,0.048534,236.813476,2.670792,0.040991,0.007118,231.2971
bridge-20-233,-1.009124,-0.049551,7.59281,-3.849213705,218.057249,441.76579,501.649322,1232.60355,0.001408,0.278648,1.211166,103.767343,6.20696,0.002847,0.445581,35.384719
bridge-20-234,-0.298107,0.001566,8.30383,-3.785398497,126.59912,470.928848,501.793339,1237.412571,0.787795,0.063272,0.045222,238.022738,3.603838,0.041105,0.504147,220.664181
bridge-20-235,-0.435923,-0.015191,8.16601,-3.796366586,166.103705,476.736568,488.590152,1242.754298,0.086411,0.169962,0.249942,204.265533,7.316263,0.077618,1.310312,129.033308
bridge-20-236,-0.2913,0.002454,8.31064,-3.789087934,121.141999,468.5262,497.050966,1236.391957,0.866246,0.00114,0.057125,236.919375,2.805541,0.037642,0.013132,231.240295
bridge-20-237,-0.881729,-0.045189,7.72021,-3.829568252,209.067571,453.188966,491.778253,1235.041896,0.006347,0.252122,0.929239,118.773741,6.784533,0.000066,0.218689,42.927135
bridge-20-238,-0.289997,0.002694,8.31194,-3.789150215,121.036908,467.790338,497.718632,1236.586662,0.852126,0.00186,0.066989,236.971863,2.962615,0.033851,0.020168,231.06497
bridge-20-239,-0.77559,-0.04071,7.82635,-3.799717757,200.549412,461.32751,485.85845,1237.509188,0.006447,0.219801,0.735913,134.091766,7.254618,0.002563,0.04534,52.446489
bridge-20-240,-0.288614,0.002755,8.31332,-3.789238117,120.868492,466.98096,498.273703,1236.840913,0.834955,0.002465,0.07836,236.977891,3.140712,0.029606,0.02789,230.783427
bridge-20-241,-0.685885,-0.035967,7.91605,-3.805980026,196.231794,467.686838,486.291934,1239.68158,0.002543,0.181783,0.60732,149.425045,7.703967,0.002416,0.014347,64.046241
bridge-20-242,-0.295432,0.001228,8.30651,-3.793113284,126.175988,469.261539,501.612117,1237.878499,0.736249,0.051572,0.067671,237.797214,3.978059,0.031597,0.473996,220.528808
bridge-20-243,-0.391698,-0.01107,8.21024,-3.792781332,157.204399,476.893351,491.405309,1242.211617,0.158641,0.18564,0.08055,215.171623,6.949907,0.028558,1.609525,148.143134
bridge-20-244,-0.308949,-0.000496,8.29299,-3.790504153,132.529436,471.531766,501.085638,1239.112413,0.577079,0.108131,0.026579,235.665478,4.90785,0.019436,1.022629,205.798186
bridge-20-245,-0.329475,-0.003631,8.27246,-3.792351214,140.068565,473.78322,498.59738,1240.44859,0.415694,0.156183,0.000785,231.068745,5.722473,0.004335,1.486222,187.774877
bridge-20-246,-0.287168,0.002468,8.31477,-3.78918655,120.639074,466.124198,498.723919,1237.149762,0.815509,0.002832,0.091178,236.944547,3.338057,0.024725,0.036379,230.408542
bridge-20-247,-0.607835,-0.030129,7.9941,-3.797334902,189.16893,472.025765,485.746009,1241.326722,0.000006,0.110017,0.499405,164.537656,7.829172,0.000695,0.184003,77.882423
bridge-20-248,-0.285703,0.00222,8.31623,-3.789210101,120.352201,465.214404,499.070232,1237.485632,0.794643,0.002916,0.105137,236.879047,3.552731,0.019156,0.045989,229.955427
bridge-20-249,-0.539584,-0.026102,8.06235,-3.792965953,182.190146,473.84576,483.767704,1242.260808,0.005293,0.065786,0.381093,179.017649,7.845404,0.028499,0.490437,93.746201
bridge-20-250,-0.292896,0.001276,8.30904,-3.792747082,125.728879,467.729861,501.430788,1238.331757,0.688478,0.039989,0.092189,237.576742,4.387859,0.021269,0.443096,220.381426
bridge-20-251,-0.355099,-0.007526,8.24684,-3.796841448,148.432486,475.355598,494.072249,1241.490769,0.25229,0.153845,0.005347,224.233512,6.504148,0.001357,1.697643,167.694112
bridge-20-252,-0.284229,0.002035,8.31771,-3.789256023,120.013575,464.240121,499.316144,1237.815054,0.773246,0.00277,0.119902,236.788493,3.78327,0.013259,0.056909,229.4449
bridge-20-253,-0.479591,-0.020715,8.12235,-3.792761251,174.584662,475.200724,484.725073,1242.832627,0.024927,0.077727,0.238306,192.54836,7.749594,0.047405,0.896193,110.981951
bridge-20-254,-0.305679,-0.000968,8.29626,-3.790551355,132.225236,469.9156,500.686676,1239.552898,0.519049,0.074035,0.051302,235.529842,5.379156,0.009179,0.959077,205.829001
bridge-20-255,-0.282803,0.002075,8.31913,-3.787418841,119.631402,463.211595,499.475585,1238.118498,0.75218,0.002489,0.135231,236.680018,4.02879,0.007788,0.068767,228.905135
bridge-20-256,-0.42845,-0.016237,8.17349,-3.798524155,166.198337,476.067799,487.889874,1242.737554,0.064697,0.09276,0.110662,204.824797,7.548968,0.038732,1.29262,129.095851
bridge-20-257,-0.290595,0.001349,8.31134,-3.789665858,125.278874,466.358052,501.260657,1238.755757,0.645837,0.02941,0.116997,237.370543,4.807271,0.011128,0.421169,220.153958
bridge-20-258,-0.325474,-0.004361,8.27646,-3.792276086,139.98571,472.672889,498.125256,1240.849537,0.360038,0.096911,0.012911,231.101106,6.136167,0.00155,1.426849,187.555271
bridge-20-259,-0.281477,0.002074,8.32046,-3.789252301,119.217414,462.167727,499.571687,1238.397503,0.732248,0.002142,0.150927,236.561006,4.288372,0.003555,0.080585,228.368925
bridge-20-260,-0.385792,-0.011619,8.21615,-3.793304692,157.341333,476.288605,490.553289,1242.410735,0.127748,0.096533,0.022028,215.552585,7.240136,0.010408,1.561941,147.944943
bridge-20-261,-0.288667,0.000506,8.31327,-3.78611054,124.851611,465.135646,501.106463,1239.116338,0.609524,0.019963,0.14054,237.187796,5.207671,0.003713,0.410646,219.84818
bridge-20-262,-0.303053,-0.001743,8.29889,-3.791467842,131.97191,468.90614,500.389018,1240.045206,0.47259,0.044316,0.076734,235.418106,5.825734,0.002076,0.909158,205.767022
bridge-20-263,-0.279703,0.002317,8.32223,-3.783592737,113.664525,456.337628,490.730337,1239.264479,0.729452,0.015114,0.063751,231.817432,3.957371,0.004218,0.059828,230.172962
bridge-20-264,-0.279345,0.002257,8.32259,-3.783888991,113.737769,456.482163,491.401749,1239.227058,0.733349,0.013231,0.071907,232.07499,3.988602,0.003467,0.051736,230.290696
bridge-20-265,-0.280293,0.00172,8.32164,-3.789258854,118.78718,461.172533,499.632438,1238.667924,0.714157,0.00175,0.166665,236.438815,4.559343,0.001019,0.09114,227.868129
bridge-20-266,-0.350825,-0.007501,8.25111,-3.794042913,148.512111,474.882985,493.678262,1241.89852,0.214267,0.074191,0.000579,224.425727,6.839549,0.000208,1.633535,167.327439
bridge-20-267,-1.353546,-0.0572,7.24839,-3.876575865,246.607718,407.46808,522.170849,1227.438749,0.070956,0.073755,1.927721,76.66691,4.806474,0.012333,0.85157,25.743021
bridge-20-268,-0.278924,0.002429,8.32301,-3.784029332,113.772616,456.549106,492.037631,1239.205129,0.736402,0.011441,0.080292,232.303846,4.038852,0.002907,0.044399,230.363182
bridge-20-269,-1.150276,-0.054266,7.45166,-3.861516469,228.272224,426.925384,511.300472,1229.73225,0.004079,0.077859,1.569478,89.812818,5.412893,0.005033,0.729769,29.740747
bridge-20-270,-0.278497,0.002353,8.32344,-3.784679399,113.769332,456.543194,492.636335,1239.199944,0.738644,0.009782,0.08885,232.504213,4.107344,0.002516,0.037925,230.398896
bridge-20-271,-0.993507,-0.050835,7.60843,-3.849498908,219.242595,441.874976,505.199529,1232.432129,0.002528,0.070645,1.243135,104.023438,6.192847,0.000643,0.447484,35.37193
bridge-20-272,-0.278064,0.00221,8.32387,-3.784640086,113.728875,456.46952,493.196545,1239.212022,0.740151,0.008276,0.097524,232.676857,4.193177,0.002264,0.032329,230.403593
bridge-20-273,-0.868136,-0.046549,7.7338,-3.827632059,208.721553,453.152057,494.29045,1234.989602,0.009696,0.064754,0.907294,119.052747,6.84062,0.000001,0.224333,43.039047
bridge-20-274,-0.277585,0.002388,8.32435,-3.784708683,113.652809,456.33447,493.718962,1239.241939,0.741033,0.00693,0.106232,232.823111,4.295276,0.002121,0.027556,230.381067
bridge-20-275,-0.763973,-0.04207,7.83796,-3.810245519,200.512515,461.705874,487.484462,1237.348595,0.010364,0.058156,0.674066,134.417957,7.333825,0.000786,0.048281,52.505708
bridge-20-276,-0.277087,0.002588,8.32485,-3.784655561,113.54351,456.144646,494.204474,1239.289294,0.741429,0.005744,0.114874,232.944695,4.412332,0.00206,0.023507,230.333683
bridge-20-277,-0.675828,-0.037278,7.92611,-3.804004832,195.653884,468.152413,487.737869,1239.767464,0.005223,0.040637,0.513633,149.81401,7.776842,0.000602,0.009807,64.036766
bridge-20-278,-0.279168,0.001752,8.32277,-3.789263907,118.360472,460.287907,499.680051,1238.940177,0.698481,0.001311,0.18185,236.320901,4.835031,0.000062,0.099545,227.42785
bridge-20-279,-0.322615,-0.004789,8.27932,-3.79218943,139.946113,472.049521,497.792991,1241.111227,0.320445,0.04637,0.031045,231.124516,6.480683,0.000077,1.387499,187.132382
bridge-20-280,-0.276584,0.002652,8.32535,-3.784380614,113.404156,455.907317,494.651274,1239.351134,0.741498,0.004706,0.123348,233.04364,4.542706,0.002052,0.02008,230.263194
bridge-20-281,-0.599672,-0.031944,8.00227,-3.801234136,188.750413,472.073627,486.22463,1241.469543,0.000367,0.028697,0.360107,164.970237,7.928635,0.000209,0.168449,77.95335
bridge-20-282,-0.287107,0.000373,8.31483,-3.78552464,124.478566,464.198287,500.989509,1239.439018,0.580423,0.011709,0.161312,237.036898,5.560658,0.000458,0.40892,219.519973
bridge-20-283,-0.276056,0.002505,8.32588,-3.784250361,113.238946,455.631098,495.056674,1239.42355,0.741408,0.003803,0.131547,233.122214,4.684331,0.002067,0.017172,230.17136
bridge-20-284,-0.532348,-0.026416,8.06959,-3.798608809,182.035768,474.586164,483.100959,1242.428957,0.002616,0.023626,0.227248,179.460305,7.942083,0.004712,0.497183,93.979266
bridge-20-285,-0.275647,0.002343,8.32629,-3.786312016,113.053102,455.326828,495.417429,1239.502342,0.741315,0.00302,0.139363,233.182856,4.834593,0.002072,0.014697,230.060552
bridge-20-286,-0.473748,-0.021349,8.12819,-3.796405984,174.549456,475.876709,484.287268,1242.817641,0.018338,0.024035,0.126527,192.959938,7.856317,0.012272,0.91175,111.202153
bridge-20-287,-0.27818,0.001475,8.32376,-3.789224608,117.961217,459.547626,499.720169,1239.202984,0.685613,0.00086,0.195651,236.214151,5.102968,0.000098,0.105568,227.063235
bridge-20-288,-0.30118,-0.001797,8.30076,-3.789949883,131.788322,468.378689,500.160359,1240.421268,0.438763,0.020576,0.099124,235.334678,6.190177,0.000055,0.878103,205.62533
bridge-20-289,-0.275168,0.002421,8.32677,-3.786314316,112.853012,455.007437,495.730877,1239.583844,0.741354,0.002341,0.146693,233.228084,4.990232,0.002031,0.012585,229.934151
bridge-20-290,-0.423866,-0.016909,8.17807,-3.79766602,166.2826,476.124474,487.352651,1242.957713,0.052991,0.025492,0.04865,205.169586,7.695639,0.0152,1.282772,129.005764
bridge-20-291,-0.274708,0.002554,8.32723,-3.786316405,112.646242,454.688914,495.996888,1239.665829,0.741614,0.001758,0.153437,233.260436,5.14726,0.001913,0.010788,229.796701
bridge-20-292,-0.382214,-0.012364,8.21972,-3.79568342,157.453895,475.320233,489.811987,1242.65837,0.11039,0.025116,0.004056,215.789109,7.439841,0.002752,1.522278,147.545668
bridge-20-293,-0.27741,0.001824,8.32453,-3.789175277,117.616681,458.962857,499.747926,1239.42896,0.675718,0.00047,0.207193,236.124464,5.344738,0.000379,0.109536,226.780254
bridge-20-294,-0.285811,3.00E-05,8.31613,-3.793064261,124.193384,463.638698,500.93789,1239.736758,0.559117,0.005265,0.177849,236.924426,5.837769,0.000008,0.411707,219.236865
bridge-20-295,-0.274331,0.002237,8.32761,-3.786295799,112.44149,454.387165,496.216883,1239.746433,0.742127,0.001265,0.159499,233.282382,5.300863,0.0017,0.00927,229.65445
bridge-20-296,-0.348212,-0.008149,8.25373,-3.79472421,148.588486,474.114981,493.512916,1242.086543,0.192226,0.019267,0.006279,224.54199,7.07246,0.000006,1.593071,166.810047
bridge-20-297,-0.274006,0.002219,8.32793,-3.785073926,112.248268,454.116081,496.393949,1239.824141,0.742859,0.000858,0.164789,233.296297,5.445535,0.001394,0.00801,229.514276
bridge-20-298,-0.320851,-0.00475,8.28109,-3.793399838,139.942292,471.659142,497.693112,1241.17166,0.296985,0.01165,0.045573,231.138287,6.709332,0.000031,1.369492,186.708645
bridge-20-299,-0.276896,0.001465,8.32504,-3.788943788,117.355128,458.539211,499.762538,1239.596756,0.66873,0.000198,0.215812,236.056487,5.538223,0.00039,0.111961,226.579179
bridge-20-300,-0.273693,0.002529,8.32824,-3.785110647,112.076448,453.886543,496.531928,1239.896621,0.743708,0.000533,0.169226,233.304316,5.575157,0.001021,0.006994,229.384093
bridge-20-301,-0.300049,-0.002088,8.30189,-3.791250912,131.687354,467.956877,499.973825,1240.501378,0.418322,0.005277,0.114375,235.280596,6.423728,0.000035,0.864269,205.483383
bridge-20-302,-0.273448,0.002405,8.32849,-3.785147753,111.935842,453.703833,496.634748,1239.959648,0.74452,0.000288,0.172744,233.308272,5.683403,0.000631,0.006214,229.271798
bridge-20-303,-0.285247,0.000121,8.31669,-3.79715551,124.025662,463.373226,500.944129,1239.955365,0.546015,0.001316,0.188673,236.85455,6.013104,0.000053,0.415017,219.049892
bridge-20-304,-0.27328,0.00225,8.32866,-3.785154218,111.83512,453.570942,496.70538,1240.008819,0.745111,0.00012,0.175293,233.309595,5.764302,0.000291,0.005664,229.1845
bridge-20-305,-0.276621,0.001523,8.32532,-3.788838923,117.201402,458.280843,499.767439,1239.696805,0.664444,0.000051,0.221089,236.013605,5.661984,0.000137,0.113274,226.458364
bridge-20-306,-0.273184,0.002426,8.32875,-3.78517112,111.781182,453.489983,496.7466,1240.040553,0.745319,0.000025,0.176839,233.309595,5.812969,0.000065,0.005339,229.128068
bridge-20-307,-0.274728,0.002185,8.32721,-3.783775552,108.847242,449.468842,489.989455,1240.391497,0.747483,0.000001,0.073494,229.708031,5.747524,0.000002,0.080649,225.752769
bridge-20-63,-0.882335,0.000422,7.7196,-3.765717902,212.939306,453.341652,459.623828,1243.02875,0.408966,0.540953,6.270839,148.292148,5.730489,0.169107,0.781379,75.192866
bridge-20-64,-0.974901,-0.004057,7.62704,-3.758407175,226.31615,448.570944,454.444493,1242.369416,0.248396,0.000089,6.155848,135.73157,6.046609,0.000023,0.319027,63.20335
bridge-20-68,-0.731233,0.007606,7.87071,-3.765545423,185.123138,462.725889,473.656734,1241.954869,1.219203,1.785185,6.1127,173.988693,4.401412,0.714443,2.676194,105.989151
bridge-20-70,-0.792231,0.003776,7.80971,-3.765641319,198.099144,459.5552,466.533757,1243.009781,0.667223,0.418664,6.810827,161.528335,5.234565,0.291212,1.632751,89.345582
bridge-20-71,-1.070473,-0.009331,7.53146,-3.762404108,236.946162,444.042867,454.854544,1240.817064,0.166201,1.611124,3.771511,123.583576,6.061066,0.066953,0.00696,52.788989
bridge-20-72,-0.719331,0.007225,7.88261,-3.765068891,184.320693,466.625017,473.965997,1242.112437,1.124077,0.880926,6.730277,174.63452,4.478935,0.236609,2.99503,105.696475
bridge-20-74,-0.851097,-0.002745,7.75084,-3.767218959,209.12062,455.735105,463.702295,1242.713877,0.310436,0.337995,5.986954,150.168089,5.919841,0.143899,0.706788,75.663234
bridge-20-75,-0.704492,0.005605,7.89745,-3.769773714,183.360265,468.456542,475.774766,1242.021123,1.008758,0.034504,7.177473,175.588078,4.575749,0.012035,3.030218,105.484867
bridge-20-76,-1.170672,-0.016429,7.43127,-3.779470387,243.057428,437.721584,456.987959,1238.220346,0.132707,2.15797,2.427263,111.4802,5.852382,0.040901,0.149557,43.430985
bridge-20-77,-0.768086,0.001126,7.83385,-3.765318612,195.973996,460.836375,470.31533,1243.042221,0.549045,0.323294,6.385527,163.145001,5.384308,0.313616,1.451248,89.650821
bridge-20-78,-0.936108,-0.007627,7.66583,-3.766696458,220.700464,452.265456,458.7284,1241.910127,0.168644,0.044014,5.663964,137.70835,6.175566,0.00054,0.275722,63.571459
bridge-20-79,-0.640838,0.006539,7.9611,-3.766618461,170.224081,464.69661,487.731617,1239.714642,1.566502,1.03482,6.079068,189.560865,3.611304,0.841871,3.61266,124.732904
bridge-20-80,-0.686941,0.003851,7.915,-3.770068451,182.324633,468.435926,478.176166,1242.193811,0.881139,0.012368,6.715625,176.804226,4.747402,0.137085,2.636505,106.155278
bridge-20-81,-1.023947,-0.014162,7.57799,-3.772075497,229.824544,447.937586,459.167501,1240.194338,0.101127,1.688691,3.310534,125.404999,6.184009,0.059027,0.0024,52.901261
bridge-20-82,-0.636849,0.006468,7.96509,-3.766931851,170.261944,468.39563,487.546791,1240.184441,1.537576,1.077471,6.000569,189.483791,3.650844,0.68295,3.672252,124.340321
bridge-20-84,-0.629904,0.006321,7.97203,-3.767196738,170.147731,471.704785,487.134918,1240.234202,1.471234,0.821091,6.095113,189.714578,3.680782,0.366762,3.938042,123.513826
bridge-20-85,-1.46922,-0.025986,7.13272,-3.816452512,264.227024,421.699298,465.969598,1232.947964,0.337299,1.425835,1.677677,85.915968,4.694082,0.01018,1.025535,30.205145
bridge-20-86,-0.741982,-0.001572,7.85996,-3.768066902,193.857789,462.92128,473.904571,1242.914925,0.440144,0.19406,5.916985,164.941899,5.580729,0.297011,1.288957,90.225748
bridge-20-87,-0.818368,-0.006093,7.78357,-3.771295021,205.499531,457.895099,467.662565,1242.685993,0.228752,0.117432,5.607784,152.170333,6.11174,0.104387,0.64107,76.199487
bridge-20-88,-0.620284,0.006023,7.98165,-3.784752622,169.879863,474.540186,487.191897,1240.545954,1.372597,0.394567,6.239443,190.236192,3.834572,0.09212,3.91966,124.202219
bridge-20-89,-1.277614,-0.023768,7.32432,-3.804634244,247.35186,431.599285,463.247559,1234.890842,0.135953,2.182161,1.632576,99.18387,5.350779,0.002754,0.54974,35.875521
bridge-20-90,-0.667185,0.002037,7.93475,-3.772244576,181.216038,468.382773,480.629079,1242.201982,0.74917,0.035787,6.13489,178.239348,4.913744,0.251734,2.3247,106.558846
bridge-20-91,-0.896767,-0.011254,7.70517,-3.777093785,215.521597,455.704199,463.500808,1241.603691,0.110728,0.206568,4.925874,139.698757,6.307311,0.003023,0.228549,63.921997
bridge-20-92,-0.608582,0.005299,7.99336,-3.776239629,169.46675,475.295874,487.79972,1240.693997,1.250309,0.140431,6.100218,191.018911,3.981395,0.000171,3.785538,124.477966
bridge-20-93,-1.116648,-0.020978,7.48529,-3.785329981,234.738619,442.600514,462.605392,1237.398251,0.072712,2.359473,1.878581,112.973731,5.943678,0.023259,0.168474,43.391533
bridge-20-94,-0.714622,-0.004652,7.88732,-3.773956728,191.722298,464.408394,476.786884,1242.694445,0.341244,0.049688,5.373373,166.881864,5.82088,0.232719,1.175557,90.867433
bridge-20-95,-0.594475,0.003741,8.00746,-3.779421409,168.951231,475.089699,488.679846,1240.780576,1.111763,0.052667,5.704115,192.028824,4.117132,0.044765,3.566653,124.345531
bridge-20-96,-0.978287,-0.018766,7.62365,-3.774838729,223.492088,452.414371,464.374886,1239.637048,0.058431,1.589737,2.852023,127.159717,6.292749,0.050067,0.000046,52.98189
bridge-20-97,-0.645853,-0.000713,7.95608,-3.774890135,180.047386,469.382529,483.10921,1242.290065,0.618297,0.027246,5.494454,179.875184,5.11024,0.320641,2.061858,106.952764
bridge-20-98,-0.785043,-0.010064,7.81689,-3.779337055,202.136875,460.217368,471.199047,1242.590905,0.162134,0.003874,5.029288,154.221399,6.306443,0.064471,0.57907,76.69138
bridge-20-99,-0.55114,0.005824,8.0508,-3.777932555,157.640866,472.211161,497.955315,1237.620389,1.747667,0.508162,5.032749,204.85525,2.899215,0.581467,4.318673,145.080128
bridge-21-111,-2.347322,-0.116246,5.5618,-3.992856681,279.198105,353.425274,603.781402,814.01527,1.137287,0.411769,8.639522,54.596866,0.932413,4.964384,0.280499,14.094503
bridge-21-119,-3.184101,-0.126114,4.72502,-4.152072344,343.384174,533.424896,582.167266,826.845147,2.140117,0.472835,5.085014,35.57037,2.468484,9.147321,0.009788,4.019974
bridge-21-142,-3.080679,-0.130289,4.82844,-4.157118552,365.506659,551.852422,595.261419,805.558778,0.217605,0.220401,7.137879,36.665284,6.376426,7.427712,0.359729,3.85934
bridge-21-168,-3.046187,-0.132925,4.86293,-4.179025557,394.540395,570.226724,613.052094,784.966851,0.02467,0.008059,7.571054,38.524012,9.616836,5.001704,0.976134,3.709274
bridge-21-172,-2.311178,-0.134567,5.59794,-4.059354605,273.336494,523.338896,611.210921,772.147565,0.216348,3.391415,6.016998,49.137347,1.319017,7.836281,0.052032,7.867555
bridge-21-196,-3.05269,-0.13709,4.85643,-4.200292891,414.662967,589.203678,637.306418,765.234157,0.030619,0.23207,5.342024,42.392515,12.610822,2.422233,1.392468,3.76965
bridge-21-198,-2.581883,-0.139151,5.32724,-4.11798051,323.3368,556.158754,618.366876,761.638634,0.050203,2.718649,6.015362,46.044493,7.304125,7.49815,0.194743,5.035146
bridge-21-201,-2.25368,-0.134817,5.65544,-4.068509646,270.442673,526.963934,622.158281,762.669228,0.042999,4.20749,4.835304,51.338948,1.567066,8.490414,0.094234,7.544938
bridge-21-203,-2.022233,-0.13115,5.88689,-4.041531635,269.680329,505.545902,626.762796,761.002124,0.238885,3.644483,4.936572,57.439503,0.440569,6.778669,0.19172,11.497072
bridge-21-227,-3.085717,-0.14313,4.8234,-4.2116804,415.09878,606.845445,659.401759,748.528984,0.003023,0.471705,1.947639,47.690606,15.667658,0.958613,1.113114,3.872567
bridge-21-231,-2.566338,-0.141775,5.34278,-4.140830477,322.738236,565.097639,629.629667,748.83774,0.142824,2.867269,3.905786,50.060001,10.061099,6.296709,0.217261,4.982971
bridge-21-233,-2.215073,-0.13964,5.69405,-4.077908609,262.267316,527.552445,632.027366,753.943613,0.015678,4.631031,3.269466,54.404953,1.452639,8.376987,0.128824,7.40045
bridge-21-237,-1.978526,-0.133978,5.9306,-4.048040848,265.023408,502.401342,634.538269,753.748437,0.118834,3.880462,3.602091,60.38052,0.26181,7.054968,0.273689,11.77263
bridge-21-267,-3.121513,-0.14744,4.78761,-4.216219644,390.04639,622.542344,675.871042,737.855345,0.034937,0.100717,0.003006,51.936773,19.532429,0.389023,0.493529,3.96273
bridge-21-269,-2.562339,-0.14381,5.34678,-4.155982409,296.526893,568.021851,638.060028,739.822113,0.282241,3.372069,1.063563,54.319751,11.90431,5.281791,0.061164,4.887275
bridge-21-273,-1.951495,-0.136168,5.95763,-4.046722338,257.333677,492.438384,643.601716,747.829302,0.052022,3.657373,1.910288,64.232505,0.038606,6.487042,0.219817,11.9919
bridge-21-292,-1.183861,-0.102476,6.72526,-4.020028911,298.677334,511.250951,667.086549,774.919321,0.392658,0.191693,12.481519,140.489866,15.688571,0.445877,6.668422,48.502384
bridge-22-107,-2.267889,-0.111155,5.71811,-3.915748309,258.314203,481.32058,544.807074,776.211009,2.616811,1.488183,2.734858,59.492222,0.028664,4.306224,0.508099,15.938678
bridge-22-111,-2.054309,-0.107485,5.93169,-3.87853809,256.239029,467.285973,558.624911,772.444863,1.520346,0.886217,4.36715,68.742617,1.308501,3.3516,0.011657,21.074217
bridge-22-115,-1.877541,-0.10425,6.10846,-3.87173992,256.690241,456.280855,573.154486,767.97865,0.681555,0.359839,5.823124,77.772817,3.043327,1.837282,0.162894,27.228086
bridge-22-121,-1.726692,-0.100445,6.25931,-3.890986474,254.672477,450.577347,588.046884,764.105256,0.468692,0.054151,7.03936,86.846276,4.07124,0.555459,0.695973,34.633781
bridge-22-127,-2.163776,-0.116525,5.82222,-3.94136309,251.591083,502.965975,546.058464,760.668864,1.076799,1.847597,2.626579,58.821272,0.150006,4.401215,0.401259,15.880482
bridge-22-131,-1.968031,-0.113139,6.01797,-3.91214119,245.96472,483.942826,564.464206,761.27183,1.182568,1.20588,3.68873,69.158845,1.306861,3.571903,0.005656,21.329156
bridge-22-135,-1.806823,-0.109284,6.17918,-3.902532359,253.470396,469.05045,579.986421,759.083319,0.441604,0.621107,4.530963,79.094462,3.359769,2.155627,0.111701,28.156314
bridge-22-139,-1.669518,-0.105374,6.31648,-3.899549225,253.607683,460.456267,594.271913,756.154498,0.311402,0.19504,5.273757,88.874821,4.21771,0.812582,0.499965,35.6691
bridge-22-147,-1.549806,-0.102514,6.43619,-3.90604702,246.392632,455.444403,606.112239,752.266772,0.548059,0.002841,5.952943,98.563863,3.050106,0.048191,1.154946,44.965722
bridge-22-153,-1.893568,-0.117674,6.09243,-3.930559578,245.977561,501.207754,567.908327,751.1699,0.258775,1.499257,2.773584,69.465032,1.215426,3.820621,0.006382,21.553785
