name,Eads,delta_e,Ebonding,d-band,f3,f4,f5,f6,iz3,iz4,iz5,iz6,izz3,izz4,izz5,izz6
add-bridge-16-154,-1.81404,-0.103906,7.21986,-4.53632,325.72858,396.93325,493.61667,1275.99053,0.81609,0.0043,0.60883,119.4049,3.51626,0.01588,20.5893,9.70682
add-bridge-16-181,-1.77392,-0.105502,7.25998,-4.5508,316.79177,395.0652,498.20351,1277.18812,0.43435,0.05785,0.79596,118.45633,2.99053,0.946,19.39877,10.44824
add-bridge-16-210,-1.76357,-0.105813,7.27034,-4.57243,327.91588,393.24265,506.23706,1278.56113,0.23154,0.07399,0.97636,116.93898,3.13285,1.54752,17.66852,11.16122
add-bridge-16-243,-1.76607,-0.106599,7.26783,-4.58923,340.66661,389.62672,511.7784,1280.35492,0.18037,0.04583,1.14059,115.36964,3.89096,1.17094,16.50001,11.73124
add-bridge-16-284,-1.76877,-0.108829,7.26513,-4.58646,351.06981,387.1155,515.36307,1281.75376,0.17115,0.01319,1.25099,114.21318,4.91603,0.39013,15.73904,12.0939
add-bridge-16-337,-0.72786,-0.085181,8.30604,-4.53547,242.66172,442.81048,488.84996,1299.43042,0.2724,7.20E-04,0.343,179.15411,9.36687,3.88E-04,2.45143,11.2881
add-bridge-16-338,-0.82091,-0.086705,8.21299,-4.55677,246.77239,438.45394,491.58369,1294.56508,0.21174,5.78E-04,0.38658,166.67745,8.10909,0.00101,4.59723,8.47906
add-bridge-16-339,-0.9301,-0.08921,8.1038,-4.56907,258.55411,431.54027,498.79646,1290.15009,0.12422,4.23E-04,0.48732,154.80213,6.99746,0.00104,7.02172,6.81863
add-bridge-16-340,-1.06427,-0.093881,7.96964,-4.5741,275.32398,422.92703,506.22506,1286.09328,0.03985,2.99E-04,0.64666,143.64247,5.90915,7.50E-04,9.70493,6.25083
add-bridge-16-341,-1.23753,-0.099947,7.79638,-4.57622,299.97852,411.74074,510.91548,1282.96302,6.90E-05,1.95E-04,0.84737,133.23126,5.14647,2.98E-04,12.33467,6.77811
add-bridge-16-342,-1.46686,-0.104931,7.56705,-4.57564,329.79397,399.00979,516.34298,1281.21853,0.04351,6.20E-05,1.07251,123.38141,5.05232,7.60E-05,14.34114,8.61973
add-bridge-16-343,-1.77051,-0.1092,7.26339,-4.58078,354.84554,386.07629,516.76358,1282.21827,0.1733,7.70E-05,1.28821,113.78516,5.41647,0.00671,15.44982,12.19856
add-bridge-17-154,-1.50504,-0.090116,7.68323,-4.46878,289.33028,387.0352,485.92219,1273.85461,0.73359,0.00567,1.68566,122.19826,4.24548,0.00733,15.51272,16.9062
add-bridge-17-181,-1.47515,-0.092169,7.71312,-4.48345,283.32139,384.59966,490.74911,1274.70532,0.56986,0.04342,1.85201,121.37519,4.26789,0.36822,14.48931,17.51287
add-bridge-17-210,-1.46448,-0.093702,7.72379,-4.50489,291.13924,382.54455,498.30172,1275.6751,0.46019,0.0534,1.99504,120.20025,4.53548,0.57859,13.21489,18.01946
add-bridge-17-243,-1.46556,-0.094068,7.72271,-4.52171,301.26596,378.70742,503.98789,1276.88114,0.41761,0.035,2.11598,119.04682,5.02152,0.42589,12.26783,18.39673
add-bridge-17-284,-1.46657,-0.095072,7.7217,-4.53306,307.26859,375.92937,506.05334,1277.64648,0.39564,0.01054,2.2108,118.21485,5.40414,0.13107,11.81225,18.63934
add-bridge-17-335,-0.49089,-0.069182,8.69738,-4.47646,215.14273,432.77992,482.90294,1303.43473,0.12305,4.81E-04,0.38915,223.06847,12.17998,3.39E-04,0.08464,31.56169
add-bridge-17-336,-0.55557,-0.071783,8.6327,-4.49134,216.92881,432.03678,487.17574,1300.83275,0.14377,4.88E-04,0.52702,208.42421,11.48291,6.40E-05,0.62502,24.76432
add-bridge-17-337,-0.62621,-0.073112,8.56206,-4.50634,219.44727,430.1469,488.43123,1297.27614,0.14172,4.82E-04,0.66682,193.87962,10.57089,1.20E-05,1.72723,19.52344
add-bridge-17-338,-0.7052,-0.07477,8.48307,-4.52096,222.34829,426.63643,488.45955,1293.01589,0.11475,4.49E-04,0.81935,179.67473,9.46198,1.81E-04,3.34519,15.71322
add-bridge-17-339,-0.7964,-0.078128,8.39187,-4.52589,229.29519,420.51895,492.41785,1288.91491,0.06445,3.62E-04,1.04024,165.95415,8.35956,2.84E-04,5.21398,13.27189
add-bridge-17-340,-0.90637,-0.081847,8.2819,-4.52824,242.5672,412.83169,498.24029,1284.99067,0.01328,2.66E-04,1.36124,152.82552,7.36937,2.48E-04,7.12489,12.20648
add-bridge-17-341,-1.04614,-0.086419,8.14213,-4.53433,259.22344,402.32305,499.82245,1281.64586,0.00622,1.69E-04,1.68783,140.50425,6.31389,1.18E-04,9.15237,12.5706
add-bridge-17-342,-1.22801,-0.091935,7.96026,-4.5328,284.02351,389.27136,503.63896,1278.84982,0.11258,5.50E-05,2.00348,128.94615,5.71069,3.00E-06,10.74609,14.57651
add-bridge-17-343,-1.46653,-0.096029,7.72174,-4.53648,308.79593,374.49239,506.15651,1277.86681,0.38677,7.00E-06,2.24989,117.90498,5.52228,6.88E-04,11.70607,18.71096
add-bridge-18-154,-1.28535,-0.07854,8.06982,-4.41749,252.32004,388.19238,478.66603,1273.07508,0.66321,0.00417,3.13315,122.97598,4.78197,0.00332,10.76758,26.76278
add-bridge-18-181,-1.26276,-0.080928,8.09259,-4.43056,244.63121,387.36542,481.94886,1273.81973,0.61102,0.02114,3.23996,122.26759,4.88902,0.09019,10.0977,27.19001
add-bridge-18-210,-1.25307,-0.082804,8.10188,-4.4501,247.92134,385.82235,487.79356,1274.4652,0.59025,0.0273,3.31206,121.35132,5.13348,0.14101,9.2647,27.49554
add-bridge-18-243,-1.25272,-0.083422,8.10246,-4.47139,254.18331,382.01779,492.07373,1275.36282,0.56795,0.02356,3.38772,120.47795,5.3348,0.1239,8.60649,27.7048
add-bridge-18-284,-1.25507,-0.082582,8.10007,-4.48589,258.93857,379.59551,494.35813,1275.85922,0.55392,0.00947,3.45627,119.85259,5.49476,0.0467,8.23365,27.84469
add-bridge-18-327,-0.22846,-0.040122,9.12664,-4.37902,154.7489,380.60209,487.08675,1299.7202,0.29728,4.00E-06,1.21442,321.57354,10.86094,3.94E-04,0.28031,161.47452
add-bridge-18-328,-0.23866,-0.042033,9.11651,-4.38235,157.76102,393.37524,490.60098,1300.36053,0.2014,3.60E-05,0.67655,320.52417,11.65277,4.89E-04,0.8131,146.03527
add-bridge-18-329,-0.25337,-0.043743,9.10154,-4.38791,161.40394,403.46754,491.72656,1301.45729,0.11788,7.00E-05,0.28844,315.59994,12.2692,5.10E-04,1.25127,129.75748
add-bridge-18-330,-0.27316,-0.046346,9.08179,-4.39402,165.52972,411.5899,491.82326,1302.21432,0.05568,9.70E-05,0.07202,307.49828,12.72776,4.96E-04,1.40883,113.46768
add-bridge-18-331,-0.29849,-0.048975,9.05672,-4.40306,169.89389,416.83653,490.54774,1302.81971,0.01758,1.16E-04,7.08E-04,296.8887,13.04084,4.65E-04,1.25394,97.70462
add-bridge-18-332,-0.32935,-0.051342,9.02555,-4.41226,174.25047,420.97374,489.61243,1302.95824,0.00138,1.30E-04,0.03575,284.33571,13.20304,4.20E-04,0.88874,82.85444
add-bridge-18-333,-0.3659,-0.054296,8.98924,-4.42453,178.42403,424.55329,488.4013,1302.57163,0.00228,1.42E-04,0.15112,270.30919,13.19843,3.52E-04,0.45968,69.24838
add-bridge-18-334,-0.40862,-0.055854,8.9465,-4.44447,182.28674,427.19624,486.56838,1301.67609,0.01414,1.55E-04,0.31604,255.23286,13.00154,2.56E-04,0.10981,57.14745
add-bridge-18-335,-0.45717,-0.057734,8.89786,-4.4523,185.73767,427.25247,486.2241,1300.46135,0.03028,1.66E-04,0.52055,239.41709,12.59777,1.47E-04,0.00494,46.73887
add-bridge-18-336,-0.51117,-0.059742,8.84387,-4.4652,188.5845,426.93555,489.00373,1298.74911,0.04381,1.74E-04,0.7766,223.18007,11.96779,5.40E-05,0.25711,38.16524
add-bridge-18-337,-0.57131,-0.062895,8.78359,-4.47504,191.76195,425.56521,488.37131,1296.05593,0.04699,1.80E-04,1.05314,206.91983,11.14416,3.00E-06,0.94012,31.43316
add-bridge-18-338,-0.6386,-0.06583,8.71653,-4.48259,195.58784,422.86825,486.27137,1292.45328,0.03667,1.80E-04,1.35144,190.9109,10.21697,1.70E-05,2.00644,26.40928
add-bridge-18-339,-0.71546,-0.068984,8.63966,-4.48565,199.58864,418.08159,487.44347,1288.80793,0.01665,1.51E-04,1.73206,175.27461,9.17829,5.00E-05,3.3211,23.01983
add-bridge-18-340,-0.8059,-0.071662,8.54922,-4.49058,208.38918,411.7501,491.07445,1285.04135,8.90E-05,1.11E-04,2.2299,160.14608,8.20786,5.70E-05,4.67823,21.30426
add-bridge-18-341,-0.91895,-0.075252,8.43619,-4.49123,221.56253,403.17321,491.19435,1281.72045,0.02951,7.40E-05,2.7476,145.77219,7.23013,4.60E-05,6.03492,21.34908
add-bridge-18-342,-1.06486,-0.07823,8.29031,-4.49309,237.59135,392.05188,491.80876,1278.27763,0.17652,2.50E-05,3.16997,132.33043,6.21484,3.00E-06,7.33815,23.38249
add-bridge-18-343,-1.25607,-0.0833,8.09905,-4.49067,260.56663,378.36857,495.0531,1275.94235,0.55086,0,3.48492,119.61828,5.56499,3.70E-05,8.12149,27.88542
add-bridge-19-154,-1.12998,-0.068568,8.40008,-4.37406,221.07581,401.52368,476.9454,1274.17734,0.53829,0.00371,4.84001,121.84598,4.80553,0.00704,6.98048,40.89641
add-bridge-19-181,-1.11315,-0.070872,8.41691,-4.38771,215.83029,402.33036,479.75151,1274.96723,0.53291,0.00824,4.89039,121.17372,4.85548,0.02159,6.49864,41.12604
add-bridge-19-210,-1.10508,-0.072981,8.42498,-4.40417,215.07941,400.75508,482.9856,1275.18983,0.53606,0.01479,4.92494,120.41253,4.94358,0.03345,6.0372,41.24467
add-bridge-19-243,-1.10379,-0.073796,8.42627,-4.42622,217.73199,397.93126,485.73329,1275.61282,0.53975,0.01847,4.95154,119.7409,5.00289,0.036,5.65371,41.29865
add-bridge-19-284,-1.1064,-0.072057,8.42366,-4.44043,221.27932,396.9697,487.82691,1275.89157,0.54629,0.00851,4.98445,119.27067,5.07027,0.01494,5.40433,41.339
add-bridge-19-331,-0.32502,-0.03647,9.20505,-4.38827,144.42618,423.45012,497.5338,1299.24812,0.0629,4.10E-05,0.02985,315.63398,13.23894,3.40E-05,1.15225,131.3121
add-bridge-19-332,-0.34895,-0.039284,9.18111,-4.39541,149.76913,426.8399,497.03288,1299.80329,0.02617,4.20E-05,0.00762,302.47606,13.32191,2.70E-05,0.91635,112.92548
add-bridge-19-333,-0.37784,-0.042555,9.15222,-4.4032,154.95469,430.09441,496.17769,1299.93668,0.00664,3.80E-05,0.11289,287.50744,13.22912,2.00E-05,0.57017,96.07289
add-bridge-19-334,-0.41206,-0.045576,9.118,-4.41303,159.79966,432.8087,494.47929,1299.61813,1.62E-04,3.30E-05,0.31453,271.1957,12.95518,1.30E-05,0.22339,81.04082
add-bridge-19-335,-0.45195,-0.048824,9.07812,-4.42249,164.40456,433.10345,493.57901,1298.96494,0.00172,2.80E-05,0.59307,253.94109,12.50307,7.00E-06,0.01846,67.99575
add-bridge-19-336,-0.49725,-0.052017,9.03281,-4.43095,168.43248,433.11377,495.7318,1297.8123,0.00615,2.50E-05,0.96766,236.06923,11.8694,2.00E-06,0.05295,57.09662
add-bridge-19-337,-0.54842,-0.055602,8.98164,-4.43586,171.68035,432.2818,494.09226,1295.73969,0.00877,2.00E-05,1.40044,218.00823,11.03387,0,0.39636,48.41326
add-bridge-19-338,-0.60518,-0.057875,8.92488,-4.44646,175.93475,430.2854,490.30355,1292.72625,0.00598,1.60E-05,1.86209,200.151,10.11282,5.00E-06,1.04521,41.84669
add-bridge-19-339,-0.66946,-0.060323,8.8606,-4.45058,180.44015,426.73538,490.02269,1289.50139,7.13E-04,1.20E-05,2.43617,182.58092,9.17014,1.30E-05,1.8723,37.302
add-bridge-19-340,-0.7444,-0.063234,8.78566,-4.44991,184.99937,422.189,491.42638,1286.00796,0.00413,5.00E-06,3.15075,165.43909,8.13886,1.10E-05,2.81103,34.81425
add-bridge-19-341,-0.83634,-0.065854,8.69372,-4.45202,194.99787,415.41928,489.85844,1282.68637,0.04977,2.00E-06,3.89024,149.03492,7.18592,1.30E-05,3.7285,34.47095
add-bridge-19-342,-0.95414,-0.067719,8.57592,-4.44925,207.53959,407.12482,488.64283,1279.19324,0.19977,0,4.5391,133.58592,6.15922,6.00E-06,4.5944,36.49327
add-bridge-19-343,-1.10734,-0.070275,8.42272,-4.45382,222.74745,396.40774,488.61941,1275.92899,0.5494,3.00E-06,5.00199,119.09374,5.10539,2.00E-06,5.32355,41.34708
add-bridge-20-181,-1.00804,-0.062326,8.68675,-4.35329,194.44826,419.76358,481.08502,1277.47123,0.41496,0.00179,6.47338,118.29468,4.52007,0.00822,3.60728,61.45586
add-bridge-20-210,-1.00185,-0.06417,8.69294,-4.36711,191.4631,418.48342,482.70185,1277.64965,0.42991,0.01002,6.51208,117.60656,4.56433,0.01348,3.33984,61.34337
add-bridge-20-243,-1.00032,-0.06451,8.69446,-4.38212,192.35115,416.64355,484.3456,1277.93829,0.44359,0.01153,6.51923,117.06653,4.55293,0.00923,3.13825,61.22588
add-bridge-20-284,-1.00171,-0.063175,8.69307,-4.39594,195.35696,416.71343,486.1111,1278.00854,0.46221,0.00543,6.52523,116.70593,4.56613,0.00293,2.99479,61.16063
add-bridge-20-335,-0.46446,-0.044772,9.23033,-4.38978,146.93448,442.77361,500.23041,1298.75468,0.00353,2.10E-05,0.63308,266.16321,11.83216,3.00E-06,0.1622,97.72417
add-bridge-20-336,-0.50228,-0.047135,9.19251,-4.39219,151.83182,442.93352,501.81371,1297.98733,5.02E-04,1.90E-05,1.11342,246.72131,11.19123,1.00E-06,0.01091,83.78239
add-bridge-20-337,-0.5452,-0.049443,9.14959,-4.39911,155.77813,442.52046,499.94754,1296.38344,1.10E-05,1.70E-05,1.69949,226.88609,10.3858,0,0.05219,72.53243
add-bridge-20-338,-0.59244,-0.051422,9.10234,-4.40896,159.38153,441.23204,494.84553,1293.89131,5.40E-05,1.50E-05,2.32682,207.16614,9.44404,2.00E-06,0.33338,63.92585
add-bridge-20-339,-0.64541,-0.053763,9.04937,-4.41348,164.76422,438.55443,493.2023,1291.10927,0.00226,1.50E-05,3.07708,187.71203,8.52604,8.00E-06,0.77772,57.90147
add-bridge-20-340,-0.70718,-0.056263,8.9876,-4.41543,169.35979,435.55222,494.0187,1287.99264,0.01472,1.00E-05,4.01581,168.60597,7.57959,1.20E-05,1.31176,54.48829
add-bridge-20-341,-0.78288,-0.058615,8.91191,-4.41483,174.50419,430.61138,490.61223,1284.82877,0.05691,4.00E-06,4.97066,150.25244,6.57015,9.00E-06,1.93061,53.75289
add-bridge-20-342,-0.87866,-0.060072,8.81613,-4.41866,185.13472,424.24283,488.52057,1281.29568,0.18782,4.00E-06,5.839,132.89256,5.63225,1.10E-05,2.47454,55.83538
add-bridge-20-343,-1.00221,-0.060458,8.69258,-4.40856,196.86549,416.59468,486.92831,1277.9519,0.47094,0,6.53128,116.57218,4.57884,1.00E-06,2.94365,61.13241
add-bridge-21-130,-2.26686,-0.16988,6.76704,-4.46441,271.77545,479.43115,560.13734,772.9612,8.0124,0.01906,0.01067,99.71793,2.1016,0.04611,28.38626,6.05778
add-bridge-21-154,-2.20838,-0.170989,6.82552,-4.47308,282.59382,477.61266,562.60142,765.31891,1.44282,0.00818,0.33714,101.24704,1.74267,0.64324,26.77962,7.35644
add-bridge-21-181,-2.19607,-0.17215,6.83784,-4.49323,315.41994,472.51582,570.92185,759.32497,1.50823,0.09168,1.15746,101.24246,2.88397,1.83931,23.34792,9.27321
add-bridge-21-210,-2.21442,-0.173733,6.81949,-4.52276,341.53379,468.04639,580.78339,754.7878,1.5921,0.14033,2.487,99.69049,4.28348,1.87733,20.00949,11.59949
add-bridge-21-243,-2.24447,-0.174855,6.78943,-4.55129,363.10898,465.0481,588.32214,754.0842,1.46352,0.06999,4.32649,97.11094,5.78597,1.17341,17.10689,13.86981
add-bridge-21-284,-2.26342,-0.17599,6.77048,-4.55632,377.28247,462.26689,592.44407,755.17798,1.33593,0.01146,5.76332,94.90509,7.02441,0.33218,15.27183,15.35187
add-bridge-21-338,-1.42167,-0.151685,7.61223,-4.5068,227.46221,512.82159,557.09633,762.3819,0.12265,3.87E-04,0.06007,148.55038,9.71038,0.00108,5.58249,10.49346
add-bridge-21-339,-1.49631,-0.155083,7.5376,-4.52686,238.92949,506.29228,566.30151,758.71752,0.33091,3.62E-04,0.00347,137.22801,8.46782,0.00104,8.21125,8.17935
add-bridge-21-340,-1.59533,-0.158415,7.43857,-4.5458,256.31753,497.61184,573.8928,755.12994,0.68744,2.57E-04,0.16706,126.44573,7.01131,8.36E-04,11.4056,7.2457
add-bridge-21-341,-1.73813,-0.164498,7.29577,-4.54465,295.8917,486.6919,581.75934,752.03551,1.0743,1.41E-04,0.74115,116.1752,6.16104,4.34E-04,14.25174,7.74741
add-bridge-21-342,-1.95251,-0.17138,7.08139,-4.53852,336.40043,473.98823,588.70592,750.449,1.34848,5.10E-05,2.30517,105.86917,5.9672,2.80E-05,16.12865,10.25557
add-bridge-21-343,-2.27086,-0.17717,6.76305,-4.54718,381.51354,460.93241,593.699,755.78851,1.30639,0,6.19861,94.13887,7.45776,7.95E-04,14.71499,15.78619
add-bridge-22-130,-2.00347,-0.15384,7.1848,-4.40321,239.69836,468.33616,551.98625,758.85722,6.68735,0.0329,0.88798,106.4817,2.33652,0.01669,23.76228,12.66041
add-bridge-22-154,-1.9623,-0.156009,7.22597,-4.40455,233.74013,466.76707,555.15683,753.59045,4.33265,0.00311,1.63122,106.81731,2.94896,0.38347,21.98878,14.02154
add-bridge-22-181,-1.94933,-0.15772,7.23894,-4.42505,264.458,462.95596,562.31981,749.82731,3.19561,0.03927,2.61713,105.97897,3.44609,0.89733,19.24556,15.73158
add-bridge-22-210,-1.95611,-0.16052,7.23216,-4.45796,287.51218,459.64967,570.24775,746.84603,3.16927,0.05354,3.67941,104.29283,4.37118,0.82405,16.82366,17.44104
add-bridge-22-243,-1.97395,-0.162215,7.21432,-4.48159,304.42614,456.70558,576.23174,745.1422,3.08358,0.03207,4.78889,102.3374,5.18858,0.50176,14.88401,18.92838
add-bridge-22-284,-1.9869,-0.160956,7.20137,-4.49766,314.81532,453.50844,578.00592,744.94989,2.84282,0.00751,5.88169,100.68341,5.75792,0.16756,13.58718,20.0018
add-bridge-22-335,-1.22288,-0.130515,7.96539,-4.43159,202.51635,507.90239,548.91076,764.62209,0.00104,0.00106,0.00125,203.33726,14.39596,4.28E-04,0.21419,37.13754
add-bridge-22-336,-1.26496,-0.133039,7.92331,-4.44446,201.52962,506.71958,551.80211,762.83951,0.01975,8.97E-04,0.02798,189.47632,13.35247,7.20E-05,0.92647,28.86689
add-bridge-22-337,-1.31063,-0.13617,7.87763,-4.4592,201.01112,505.18771,552.89742,759.46621,0.08788,7.35E-04,0.07204,175.74817,12.14301,2.50E-05,2.26964,22.30293
add-bridge-22-338,-1.36121,-0.139189,7.82705,-4.4775,199.29071,502.17074,554.19578,755.57808,0.23482,5.97E-04,0.20959,162.18862,10.77776,2.39E-04,4.13369,17.46036
add-bridge-22-339,-1.42014,-0.14238,7.76812,-4.4985,205.07031,496.26485,560.1389,752.56037,0.50748,4.65E-04,0.56961,148.90305,9.53428,3.56E-04,6.24216,14.35377
add-bridge-22-340,-1.49542,-0.144784,7.69285,-4.5086,217.41275,488.72545,565.76213,749.1985,0.91669,3.12E-04,1.26493,136.03947,8.22351,4.07E-04,8.59788,12.91692
add-bridge-22-341,-1.60097,-0.150865,7.5873,-4.50648,238.90939,478.58488,567.90608,746.02809,1.54222,1.58E-04,2.15311,123.82305,6.78817,2.85E-04,11.19809,13.0579
add-bridge-22-342,-1.75762,-0.156889,7.43065,-4.50261,280.73573,466.12729,574.66826,744.22397,2.19495,3.50E-05,3.73598,111.90713,6.10749,5.70E-05,12.80137,15.30247
add-bridge-22-343,-1.99018,-0.162061,7.19809,-4.50496,317.6812,451.69662,577.79512,745.36226,2.72668,0,6.32565,100.05792,5.95548,4.60E-05,13.19339,20.35411
add-bridge-23-130,-1.83442,-0.141255,7.52052,-4.35079,205.43294,466.36758,544.43129,747.93891,5.33258,0.04909,3.10405,110.48807,2.59625,8.30E-04,18.41145,21.52575
add-bridge-23-154,-1.80519,-0.143265,7.54976,-4.36002,184.64628,465.47816,545.47509,744.25728,6.21038,0.00283,4.01484,110.15355,3.6241,0.16957,17.00141,22.65974
add-bridge-23-181,-1.79232,-0.145056,7.5628,-4.37343,204.74125,462.98536,550.81092,741.90957,4.5911,0.00234,4.86122,108.9871,4.0101,0.36422,15.03204,23.87777
add-bridge-23-210,-1.79301,-0.147366,7.56213,-4.39911,229.37911,460.78269,557.30801,740.09782,4.14199,0.01331,5.84156,107.25415,4.5208,0.377,13.02364,25.11577
add-bridge-23-243,-1.80216,-0.149394,7.55302,-4.42873,245.17915,457.84616,561.73542,739.03234,3.93819,0.01589,6.76154,105.53199,5.00852,0.24756,11.54729,26.11398
add-bridge-23-284,-1.81331,-0.14906,7.54184,-4.44111,255.60154,455.1863,564.40015,738.39104,3.79545,0.00692,7.51987,104.18326,5.40071,0.08734,10.56812,26.81741
add-bridge-23-327,-1.08046,-0.098653,8.27445,-4.34489,144.63571,452.09047,548.50198,741.89053,0.47786,1.70E-05,3.4326,308.30597,14.71154,3.33E-04,0.05227,174.77068
add-bridge-23-328,-1.08661,-0.100198,8.26852,-4.34583,147.70501,466.40465,551.67947,745.15629,0.34735,1.91E-04,1.77056,305.14726,15.5111,6.46E-04,0.54557,157.98967
add-bridge-23-329,-1.09572,-0.102246,8.2594,-4.35367,151.30653,477.73719,553.01134,748.59029,0.23795,3.86E-04,0.77127,298.44243,16.04412,8.05E-04,1.07816,140.71099
add-bridge-23-330,-1.10866,-0.104576,8.24664,-4.36252,155.24465,486.40575,553.41177,751.266,0.15757,5.22E-04,0.24739,289.00855,16.34207,8.45E-04,1.33685,123.49261
add-bridge-23-331,-1.12506,-0.107259,8.23004,-4.37092,159.27631,491.68819,552.39197,753.69532,0.10575,5.94E-04,0.04256,277.54421,16.42146,8.13E-04,1.21674,106.7566
add-bridge-23-332,-1.14525,-0.110246,8.20966,-4.37546,163.08667,495.62659,552.21676,755.68566,0.0766,6.05E-04,0.00117,264.65246,16.28965,7.25E-04,0.86327,90.80964
add-bridge-23-333,-1.16969,-0.113403,8.18561,-4.38473,166.27785,499.43255,552.10758,756.56637,0.06541,5.99E-04,0.07197,250.70032,15.95061,5.97E-04,0.45284,75.98264
add-bridge-23-334,-1.19824,-0.116127,8.1568,-4.39428,168.67297,501.86752,550.81979,756.69296,0.07069,5.72E-04,0.2145,235.91965,15.40661,4.22E-04,0.10464,62.59206
add-bridge-23-335,-1.23105,-0.119409,8.1243,-4.4104,170.30547,501.68064,551.36887,756.69815,0.09212,5.30E-04,0.43144,220.55273,14.68389,2.40E-04,0.00695,50.84573
add-bridge-23-336,-1.26652,-0.121484,8.08838,-4.42471,170.37531,500.94953,553.19886,756.20776,0.13701,4.78E-04,0.7121,204.92893,13.73538,8.70E-05,0.3015,40.95461
add-bridge-23-337,-1.30492,-0.123937,8.05003,-4.44118,170.20771,499.89168,552.30108,753.94633,0.23719,4.29E-04,0.94445,189.44874,12.57412,5.00E-06,1.15581,32.99193
add-bridge-23-338,-1.34591,-0.126685,8.0093,-4.45933,170.42799,497.51599,551.56734,750.7904,0.41634,3.68E-04,1.34218,174.07165,11.38492,2.20E-05,2.46928,26.95445
add-bridge-23-339,-1.39276,-0.128035,7.96218,-4.47402,169.52233,492.67603,554.12554,748.24563,0.69836,2.80E-04,2.10527,158.8246,10.09054,6.00E-05,4.0935,22.88682
add-bridge-23-340,-1.44951,-0.132299,7.90562,-4.47302,178.94959,486.16317,558.33378,745.19745,1.18978,1.98E-04,3.17103,143.99488,8.98615,1.04E-04,5.85513,20.7282
add-bridge-23-341,-1.52889,-0.136762,7.82625,-4.4713,190.82133,478.0138,557.48616,741.66895,1.85549,1.11E-04,4.39983,129.90732,7.5548,9.70E-05,7.87217,20.42922
add-bridge-23-342,-1.64576,-0.142321,7.70942,-4.46838,218.04428,466.97128,559.71261,738.71203,2.79683,3.50E-05,5.76024,116.58861,6.22937,2.40E-05,9.62844,22.26104
add-bridge-23-343,-1.81708,-0.148407,7.53826,-4.45994,259.53162,453.8446,565.46877,738.47431,3.74312,1.00E-06,7.82935,103.65907,5.58201,8.00E-06,10.21578,27.06075
add-bridge-24-130,-1.73091,-0.128611,7.79915,-4.31081,172.83152,474.74162,541.47455,740.52713,4.3294,0.05418,6.86063,111.98602,2.83206,0.00595,13.09982,33.68607
add-bridge-24-154,-1.70974,-0.130711,7.82032,-4.31553,157.36844,474.99492,542.56719,738.21076,4.74707,0.01773,7.60292,111.30523,3.25704,0.09902,12.04065,34.45397
add-bridge-24-181,-1.69872,-0.132952,7.83134,-4.33397,159.47338,472.9448,544.93303,736.26312,5.27461,0.00353,8.35338,110.02233,4.36039,0.13614,10.79025,35.24846
add-bridge-24-210,-1.69678,-0.135373,7.83328,-4.35648,176.85233,471.2888,548.75448,734.29025,4.66092,0.00341,9.20878,108.3555,4.41434,0.13875,9.41812,36.03055
add-bridge-24-243,-1.70108,-0.137445,7.82898,-4.37973,193.96216,469.66408,552.55558,733.52596,4.36485,0.01223,10.00881,106.76763,4.64199,0.10795,8.27116,36.64324
add-bridge-24-284,-1.70844,-0.138279,7.82162,-4.40132,203.22534,468.27111,554.75175,732.9809,4.27809,0.00579,10.54149,105.65607,4.8639,0.03853,7.6185,37.03448
add-bridge-24-331,-1.18163,-0.096838,8.34843,-4.35525,131.70737,496.08328,558.25133,745.27268,0.34348,6.10E-05,0.0113,299.55323,16.58097,4.40E-05,1.45358,135.62213
add-bridge-24-332,-1.19737,-0.099426,8.3327,-4.36221,136.54291,499.25109,558.19069,747.88923,0.27778,7.10E-05,0.05982,285.50116,16.41921,4.20E-05,1.23711,116.44066
add-bridge-24-333,-1.21662,-0.102203,8.31344,-4.37214,140.8896,502.68467,558.24559,749.53793,0.24129,7.70E-05,0.33725,270.09706,16.03605,3.80E-05,0.85687,98.70643
add-bridge-24-334,-1.23966,-0.10451,8.2904,-4.38456,144.35225,505.12407,556.79886,750.50207,0.2316,7.60E-05,0.73557,253.68423,15.45264,2.90E-05,0.39622,82.74149
add-bridge-24-335,-1.2654,-0.107433,8.26466,-4.39905,147.23147,505.1387,556.66662,751.30774,0.24807,7.20E-05,1.23137,236.57798,14.70421,1.90E-05,0.06947,68.71615
add-bridge-24-336,-1.29381,-0.109397,8.23625,-4.41642,148.96965,504.76354,558.26674,751.58664,0.29396,6.80E-05,1.85834,219.08671,13.77388,8.00E-06,0.02268,56.80921
add-bridge-24-337,-1.32454,-0.112278,8.20552,-4.42455,148.6203,504.21082,556.23635,750.00247,0.39032,6.30E-05,2.41277,201.70194,12.57139,1.00E-06,0.40852,47.1049
add-bridge-24-338,-1.35812,-0.114822,8.17194,-4.43495,149.4625,502.33264,553.65308,747.44078,0.57715,5.20E-05,3.08061,184.45584,11.33959,1.00E-06,1.24699,39.61006
add-bridge-24-339,-1.39522,-0.118029,8.13484,-4.43552,149.59425,498.55513,554.94276,745.20736,0.86111,4.30E-05,4.2927,167.18951,10.13837,6.00E-06,2.32921,34.43125
add-bridge-24-340,-1.43947,-0.121509,8.09059,-4.43598,149.85117,493.39425,556.27023,742.35209,1.31496,2.50E-05,5.79044,150.38992,8.85587,7.00E-06,3.68131,31.51181
