energy_up	C_up	C_dw	F_up	F_dw	H_up	H_dw	Nb_up	Nb_dw	Ni_up	Ni_dw	N_up	N_dw	O_up	O_dw
-7.73780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.73080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.72480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.71880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.71280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.70580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.69980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.69380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.68780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.68080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.67480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.66880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.66280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.65680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.64980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.64380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.63780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.63180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.62480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.61880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.61280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.60580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.59980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.59380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.58780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.58080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.57480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.56880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.56280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.55580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.54980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.54380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.53780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.53180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.52480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.51880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.51280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.50680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.49980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.49380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.48780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.48080	0.00001	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-7.47480	0.00045	-0.00000	0.00006	-0.00000	0.00043	-0.00000	0.00001	-0.00000	0.00000	-0.00000	0.00010	-0.00000	0.00001	-0.00000
-7.46880	0.01829	-0.00000	0.00230	-0.00000	0.01738	-0.00000	0.00042	-0.00000	0.00012	-0.00000	0.00420	-0.00000	0.00057	-0.00000
-7.46280	0.35157	-0.00002	0.04427	-0.00000	0.33387	-0.00002	0.00804	-0.00000	0.00228	-0.00000	0.08080	-0.00001	0.01090	-0.00000
-7.45580	3.20669	-0.00165	0.40356	-0.00021	3.04578	-0.00157	0.07332	-0.00004	0.02080	-0.00001	0.73692	-0.00037	0.09944	-0.00005
-7.44980	13.95954	-0.05251	1.75723	-0.00659	13.25896	-0.04988	0.31923	-0.00120	0.09055	-0.00029	3.20762	-0.01191	0.43304	-0.00158
-7.44380	29.13750	-0.78996	3.66876	-0.09919	27.67490	-0.75039	0.66632	-0.01803	0.18900	-0.00443	6.69546	-0.17921	0.90400	-0.02375
-7.43780	29.24373	-5.65017	3.68173	-0.70948	27.77747	-5.36645	0.66873	-0.12900	0.18966	-0.03167	6.71981	-1.28187	0.90720	-0.16992
-7.43080	14.11085	-19.32205	1.77641	-2.42589	13.40362	-18.35281	0.32269	-0.44104	0.09154	-0.10833	3.24269	-4.38331	0.43776	-0.58104
-7.42480	3.26511	-31.71638	0.41101	-3.98187	3.10160	-30.12673	0.07467	-0.72409	0.02118	-0.17780	0.75024	-7.19547	0.10128	-0.95360
-7.41880	0.36065	-25.04288	0.04539	-3.14531	0.34261	-23.78824	0.00825	-0.57173	0.00234	-0.14039	0.08287	-5.68158	0.01118	-0.75312
-7.41280	0.01890	-9.50187	0.00238	-1.19310	0.01796	-9.02424	0.00043	-0.21694	0.00012	-0.05326	0.00434	-2.15555	0.00059	-0.28576
-7.40580	0.00047	-1.72607	0.00006	-0.21676	0.00044	-1.63987	0.00001	-0.03941	0.00000	-0.00968	0.00011	-0.39172	0.00001	-0.05191
-7.39980	0.00001	-0.14943	0.00000	-0.01876	0.00001	-0.14194	0.00000	-0.00341	0.00000	-0.00084	0.00000	-0.03391	0.00000	-0.00449
-7.39380	0.00000	-0.00613	0.00000	-0.00077	0.00000	-0.00582	0.00000	-0.00014	0.00000	-0.00003	0.00000	-0.00139	0.00000	-0.00018
-7.38780	0.00000	-0.00012	0.00000	-0.00001	0.00000	-0.00011	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00003	0.00000	-0.00000
-7.38180	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-7.37480	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-7.36880	0.00020	-0.00000	0.00001	-0.00000	0.00019	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00005	-0.00000	0.00000	-0.00000
-7.36280	0.00835	-0.00000	0.00058	-0.00000	0.00797	-0.00000	0.00008	-0.00000	0.00009	-0.00000	0.00194	-0.00000	0.00013	-0.00000
-7.35580	0.16633	-0.00000	0.01146	-0.00000	0.15881	-0.00000	0.00151	-0.00000	0.00181	-0.00000	0.03863	-0.00000	0.00260	-0.00000
-7.34980	1.57189	-0.00030	0.10831	-0.00002	1.50069	-0.00029	0.01425	-0.00000	0.01710	-0.00000	0.36505	-0.00007	0.02461	-0.00000
-7.34380	7.10753	-0.01171	0.48907	-0.00081	6.78430	-0.01120	0.06425	-0.00010	0.07722	-0.00009	1.65031	-0.00260	0.11126	-0.00017
-7.33780	15.75279	-0.21653	1.07112	-0.01500	15.02484	-0.20700	0.13936	-0.00184	0.16919	-0.00173	3.65623	-0.04799	0.24739	-0.00314
-7.33080	19.79171	-1.90165	1.23758	-0.13162	18.78036	-1.81764	0.14937	-0.01612	0.19604	-0.01519	4.58099	-0.42135	0.31689	-0.02761
-7.32480	24.15510	-8.01518	1.13767	-0.55312	22.57464	-7.65980	0.09351	-0.06759	0.18230	-0.06391	5.54544	-1.77617	0.40764	-0.11652
-7.31880	34.30339	-16.84671	1.31039	-1.13794	31.77596	-16.07766	0.06019	-0.13680	0.21229	-0.13215	7.83746	-3.73557	0.59588	-0.24662
-7.31280	31.35544	-21.59333	1.14863	-1.28993	28.99914	-20.45009	0.04323	-0.13911	0.18652	-0.15464	7.15765	-4.80514	0.54749	-0.32776
-7.30580	14.40502	-28.21530	0.52494	-1.25068	13.31847	-26.31736	0.01930	-0.08839	0.08544	-0.16406	3.28770	-6.32077	0.25175	-0.45844
-7.29980	3.27779	-36.16291	0.12507	-1.34871	3.03004	-33.48749	0.00728	-0.05875	0.02413	-0.18805	0.75566	-8.12659	0.06041	-0.60512
-7.29380	1.32947	-27.47762	0.11159	-0.99011	1.22302	-25.41765	0.03397	-0.03715	0.05998	-0.13989	0.38485	-6.17642	0.05775	-0.46222
-7.28780	5.21588	-10.37568	0.52087	-0.37197	4.79049	-9.59631	0.17557	-0.01363	0.30381	-0.05265	1.61692	-2.33280	0.27197	-0.17468
-7.28080	13.04499	-1.88535	1.30530	-0.06755	11.97898	-1.74346	0.44050	-0.00247	0.76186	-0.00957	4.04730	-0.42393	0.68169	-0.03175
-7.27480	15.72987	-0.17295	1.57363	-0.00641	14.44430	-0.15996	0.53103	-0.00039	0.91874	-0.00115	4.88062	-0.03935	0.82200	-0.00305
-7.26880	9.12284	-0.19304	0.91277	-0.01102	8.37628	-0.17857	0.30804	-0.00347	0.53283	-0.00630	2.83031	-0.05231	0.47656	-0.00582
-7.26280	2.53919	-1.70068	0.25403	-0.09844	2.33156	-1.57347	0.08576	-0.03162	0.14831	-0.05723	0.78768	-0.46373	0.13270	-0.05215
-7.25680	0.33776	-7.40935	0.03379	-0.42882	0.31018	-6.85426	0.01141	-0.13772	0.01973	-0.24925	0.10481	-2.02028	0.01765	-0.22714
-7.24980	0.02136	-15.47496	0.00214	-0.89593	0.01961	-14.31687	0.00072	-0.28768	0.00125	-0.52054	0.00663	-4.22006	0.00112	-0.47460
-7.24380	0.00065	-15.54059	0.00006	-0.89974	0.00059	-14.37953	0.00002	-0.28892	0.00004	-0.52300	0.00020	-4.23831	0.00003	-0.47652
-7.23780	0.00057	-7.50555	0.00002	-0.43443	0.00055	-6.94226	0.00000	-0.13952	0.00000	-0.25250	0.00008	-2.04670	0.00000	-0.23011
-7.23080	0.01990	-1.73781	0.00078	-0.10058	0.01900	-1.60778	0.00003	-0.03231	0.00000	-0.05847	0.00289	-0.47400	0.00000	-0.05328
-7.22480	0.33169	-0.19233	0.01298	-0.01113	0.31681	-0.17793	0.00052	-0.00357	0.00002	-0.00646	0.04813	-0.05242	0.00000	-0.00589
-7.21880	2.62715	-0.01977	0.10279	-0.00097	2.50902	-0.01857	0.00412	-0.00020	0.00017	-0.00034	0.38121	-0.00417	0.00000	-0.00031
-7.21280	9.94014	-0.19076	0.38899	-0.00753	9.49371	-0.18198	0.01558	-0.00031	0.00064	-0.00001	1.44255	-0.02797	0.00000	-0.00001
-7.20580	18.05204	-1.77619	0.70640	-0.07007	17.24213	-1.69453	0.02832	-0.00282	0.00116	-0.00006	2.61949	-0.26021	0.00000	-0.00000
-7.19980	15.84354	-7.90142	0.61971	-0.31170	15.13256	-7.53843	0.02534	-0.01256	0.00102	-0.00027	2.29991	-1.15743	0.00000	-0.00000
-7.19380	7.58396	-16.85937	0.29404	-0.66506	7.23542	-16.08430	0.01773	-0.02681	0.00047	-0.00058	1.10107	-2.46862	0.00000	-0.00000
-7.18780	6.74306	-17.33306	0.24911	-0.68381	6.40062	-16.53687	0.04324	-0.02783	0.00034	-0.00060	0.98131	-2.53958	0.00000	-0.00000
-7.18080	14.61605	-9.14104	0.53239	-0.35902	13.85219	-8.71758	0.11032	-0.01831	0.00070	-0.00031	2.12836	-1.33924	0.00000	-0.00000
-7.17480	18.63815	-6.03344	0.67865	-0.22782	17.66489	-5.72718	0.14168	-0.03420	0.00089	-0.00018	2.71504	-0.88568	0.00000	-0.00000
-7.16880	11.52329	-12.75848	0.41960	-0.47145	10.92388	-12.08301	0.08762	-0.09705	0.00055	-0.00034	1.67850	-1.87477	0.00000	-0.00000
-7.16280	3.42276	-18.78813	0.12462	-0.69346	3.24405	-17.78861	0.02602	-0.14488	0.00016	-0.00050	0.49844	-2.76058	0.00000	-0.00000
-7.15580	0.48601	-13.53241	0.01769	-0.49940	0.46072	-12.81055	0.00370	-0.10440	0.00002	-0.00036	0.07078	-1.98804	0.00000	-0.00000
-7.14980	0.03282	-4.68343	0.00119	-0.17286	0.03110	-4.43529	0.00025	-0.03614	0.00000	-0.00012	0.00478	-0.68815	0.00000	-0.00000
-7.14380	0.00105	-0.77603	0.00004	-0.02864	0.00099	-0.73471	0.00001	-0.00599	0.00000	-0.00002	0.00015	-0.11401	0.00000	-0.00000
-7.13780	0.00002	-0.06121	0.00000	-0.00226	0.00001	-0.05796	0.00000	-0.00047	0.00000	-0.00000	0.00000	-0.00899	0.00000	-0.00000
-7.13180	0.00000	-0.00229	0.00000	-0.00008	0.00000	-0.00216	0.00000	-0.00002	0.00000	-0.00000	0.00000	-0.00034	0.00000	-0.00000
-7.12480	0.00000	-0.00004	0.00000	-0.00000	0.00000	-0.00004	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00001	0.00000	-0.00000
-7.11880	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-7.11280	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-7.10580	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-7.09980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.09380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.08780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.08080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.07480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.06880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.06280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.05580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.04980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.04380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.03780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.03080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.02480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.01880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.01280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-7.00680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.99980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.99380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.98780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.98080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.97480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.96880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.96280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.95580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.94980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.94380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.93780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.93080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.92480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.91880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.91280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.90580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.89980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.89380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.88780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.88180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.87480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.86880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.86280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.85580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.84980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.84380	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.83780	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.83080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.82480	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.81880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-6.81280	0.00001	0.00000	0.00005	0.00000	0.00001	0.00000	0.00002	0.00000	0.00002	0.00000	0.00001	0.00000	0.00002	0.00000
-6.80580	0.00063	0.00000	0.00249	0.00000	0.00049	0.00000	0.00085	0.00000	0.00115	0.00000	0.00064	0.00000	0.00110	0.00000
-6.79980	0.01566	0.00000	0.06226	0.00000	0.01211	0.00000	0.02128	0.00000	0.02868	0.00000	0.01591	0.00000	0.02753	0.00000
-6.79380	0.18514	0.00000	0.73620	0.00000	0.14325	0.00000	0.25163	0.00000	0.33913	0.00000	0.18815	0.00000	0.32565	0.00000
-6.78780	1.04292	0.00000	4.14776	0.00000	0.80707	0.00000	1.41739	0.00000	1.91035	0.00000	1.06003	0.00000	1.83444	0.00000
-6.78080	2.81309	0.00000	11.18738	0.00000	2.17670	0.00000	3.82348	0.00000	5.15221	0.00000	2.85904	0.00000	4.94955	0.00000
-6.77480	3.64605	0.00000	14.49971	0.00000	2.82056	0.00000	4.95418	0.00000	6.67840	0.00000	3.70552	0.00000	6.41148	0.00000
-6.76880	2.27279	0.00000	9.03779	0.00000	1.75834	0.00000	3.08902	0.00000	4.16239	0.00000	2.30972	0.00000	3.99710	0.00000
-6.76280	0.68405	-0.00000	2.70477	-0.00000	0.52649	-0.00000	0.92450	-0.00000	1.24585	-0.00000	0.69508	-0.00000	1.19611	-0.00000
-6.75680	0.19292	-0.00000	0.38764	-0.00000	0.07986	-0.00000	0.13234	-0.00000	0.18368	-0.00000	0.19773	-0.00000	0.17120	-0.00000
-6.74980	1.14445	-0.00000	0.03289	-0.00000	0.05878	-0.00000	0.00984	-0.00000	0.07620	-0.00000	1.18362	-0.00000	0.01165	-0.00000
-6.74380	6.56035	-0.00000	0.03824	-0.00000	0.30535	-0.00000	0.00548	-0.00000	0.36983	-0.00000	6.78887	-0.00000	0.00037	-0.00000
-6.73780	18.42531	-0.00009	0.10404	-0.00000	0.84524	-0.00000	0.01571	-0.00000	1.03837	-0.00000	19.08966	-0.00009	0.00001	-0.00000
-6.73080	25.33894	-0.00436	0.14159	-0.00003	1.14496	-0.00022	0.02321	-0.00000	1.42836	-0.00018	26.27369	-0.00437	0.00000	-0.00000
-6.72480	17.08032	-0.10538	0.09449	-0.00065	0.76016	-0.00516	0.01673	-0.00008	0.96320	-0.00429	17.72806	-0.10565	0.00000	-0.00000
-6.71880	5.63362	-1.22580	0.03086	-0.00749	0.24706	-0.05932	0.00587	-0.00097	0.31780	-0.04987	5.85122	-1.23025	0.00000	-0.00000
-6.71280	0.90517	-6.91552	0.00491	-0.04192	0.03914	-0.32993	0.00099	-0.00590	0.05106	-0.28149	0.94112	-6.94563	0.00000	-0.00000
-6.70580	0.07041	-19.04154	0.00038	-0.11432	0.00301	-0.89463	0.00008	-0.01754	0.00397	-0.77517	0.07325	-19.14247	0.00000	-0.00000
-6.69980	0.00263	-25.70122	0.00001	-0.15283	0.00011	-1.18852	0.00000	-0.02549	0.00015	-1.04678	0.00274	-25.86090	0.00000	-0.00000
-6.69380	0.00005	-17.02742	0.00000	-0.10027	0.00000	-0.77478	0.00000	-0.01809	0.00000	-0.69380	0.00005	-17.15206	0.00000	-0.00000
-6.68780	0.00000	-5.52886	0.00000	-0.03225	0.00000	-0.24757	0.00000	-0.00625	0.00000	-0.22534	0.00000	-5.57442	0.00000	-0.00000
-6.68080	0.00000	-0.87536	0.00000	-0.00506	0.00000	-0.03862	0.00000	-0.00104	0.00000	-0.03569	0.00000	-0.88304	0.00000	-0.00000
-6.67480	0.00000	-0.06712	0.00000	-0.00038	0.00000	-0.00292	0.00000	-0.00008	0.00000	-0.00274	0.00000	-0.06776	0.00000	-0.00000
-6.66880	0.00000	-0.00247	0.00000	-0.00001	0.00000	-0.00011	0.00000	-0.00000	0.00000	-0.00010	0.00000	-0.00250	0.00000	-0.00000
-6.66280	0.00000	-0.00004	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00004	0.00000	-0.00000
-6.65580	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
-6.64980	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	-0.00000
