Name,ΔG-homo,ΔG-M1,ΔG-M2,ΔG-M3,q_M1,q_M2,q_M3,q_O,q_Cu,spin_M1,spin_M2,spin_M3,spin_O,spin_Cu,dband_M1,dband_M2,dband_M3,pband_O1,dband_Cu,alpha,beta,min_alpha_beta,d_M1-O,d_M2-O,d_M3-O,a_M1OM2,a_M1OM3,a_M2OM3,D_M1M2M3O,M1_nd,M2_nd,M3_nd,RAC-d1-charge,RAC-d1-spin,RAC-d1-dband,RAC-d1-Z,RAC-d1-X,RAC-d1-T,RAC-d1-I,RAC-d1-S,RAC-d2-charge,RAC-d2-spin,RAC-d2-dband,RAC-d2-Z,RAC-d2-X,RAC-d2-T,RAC-d2-I,RAC-d2-S,RAC-d3-charge,RAC-d3-spin,RAC-d3-dband,RAC-d3-Z,RAC-d3-X,RAC-d3-T,RAC-d3-I,RAC-d3-S,RAC-d4-charge,RAC-d4-spin,RAC-d4-dband,RAC-d4-Z,RAC-d4-X,RAC-d4-T,RAC-d4-I,RAC-d4-S,RAC-d5-charge,RAC-d5-spin,RAC-d5-dband,RAC-d5-Z,RAC-d5-X,RAC-d5-T,RAC-d5-I,RAC-d5-S
ZnCuMnCu_6,199.9008793,179.7291612,203.8260021,183.9535911,1.19633,1.03145,0.65746,-0.89884,0.76685,0.0357,3.7033,0.0493,0.05473,0.465,-6.50699,-3.25981,-1.51511,-3.34836,-2.81468,1.343322,0.40021,0.40021,2.017983282,1.819929634,2.097459088,91.37676293,126.4319023,122.8101596,-32.28344029,12,7,11,-2.59337,0.207334,37.7759,672,17.544,56.9218,3,2.739,4.70067,0.0618515,154.193,848,106.743,114.422,10,5.1546,-2.0358,0.00149851,198.226,200,91.7792,43.4289,11,2.7126,-0.879434,-2.13E-05,24.2451,16,15.136,7.36314,2,0.4092,0,0,0,0,0,0,0,0
ZnCuCuZn_3,#VALUE!,179.4823642,152.2322976,156.0471494,1.20829,0.93629,1.20064,-1.11082,0.78434,-0.0111,0.5731,0.0043,0.16396,0.4348,-5.32689,-2.44345,-5.75693,-2.37215,-2.06732,3.766948,1.349221,1.349221,1.967031189,1.946164968,1.8666024,85.8083453,122.3000653,108.3032326,-40.96710547,12,11,12,-3.71594,0.0928505,32.0887,712,17.888,49.1869,3,2.4816,7.0265,0.167743,74.665,680,89.3712,74.5243,8,3.9204,-6.02423,0.0390454,109.194,240,85.484,51.4536,11,3.0756,2.56622,0.00148548,12.8469,128,23.6672,11.8968,2,0.8712,-1.08647,-7.38E-05,11.3779,16,15.136,6.78498,2,0.4092
NiCuFeZn_8,235.5945545,179.3169577,188.6427344,168.3371159,0.97857,1.11489,1.19382,-0.98601,0.54768,1.6282,3.8753,0.0129,0.37059,0.0887,-2.79509,-4.76015,-6.83757,-3.46206,-1.49822,2.911403,0.773402,0.773402,1.994301674,1.940285905,1.905228981,84.01543815,125.2940491,110.4163266,-39.9178946,10,8,12,-3.24129,2.04432,49.8288,672,18.5416,54.915,3,2.6268,5.45824,0.409858,153.5,848,106.743,104.048,10,5.1546,-2.22579,0.0028906,201.312,200,91.7792,40.1602,11,2.7126,-0.963351,-0.000244589,23.9246,16,15.136,6.87364,2,0.4092,0,0,0,0,0,0,0,0
MnCuZnCo_8,#VALUE!,179.1935592,148.6169839,161.2430143,1.01108,1.19822,0.9905,-0.96449,0.60425,3.6535,0.0272,2.5761,0.27199,0.0574,-3.19873,-5.62337,-3.027,-3.33969,-1.53963,2.187513,1.547085,1.547085,1.915752231,2.026686447,1.860901284,90.20133906,132.8139837,108.7556492,-30.32093818,7,12,9,-3.08618,1.70179,39.5723,656,17.4752,49.0862,3,2.8578,4.23518,0.117279,119.353,784,94.9096,83.5601,9,4.719,-0.62388,0.0109694,166.784,256,96.0448,46.1074,11,2.9436,-1.45538,-2.45E-05,29.8791,24,22.704,10.3697,3,0.6138,0,0,0,0,0,0,0,0
FeCuMnCu_10,#VALUE!,178.4426661,186.8836493,155.8659899,1.08333,1.03828,0.64243,-0.82575,0.597,3.8711,3.7315,0.039,0.18242,0.1204,-4.47235,-3.49102,-1.42175,-3.5048,-1.91039,1.187368,0.676739,0.676739,1.99278395,1.83313853,2.095565334,87.9519155,124.4651268,119.9777434,-37.54073603,8,7,11,-2.28241,1.39398,32.893,640,18.1632,53.7245,3,2.937,4.27563,0.209954,162.7,848,106.743,98.185,10,5.1546,-1.86742,0.00458239,211.468,200,91.7792,40.0699,11,2.7126,-0.807691,-1.28E-05,25.9729,16,15.136,6.78268,2,0.4092,0,0,0,0,0,0,0,0
NiCuCoMn_6,207.6776109,178.1696141,#VALUE!,176.6494495,0.96801,0.88636,1.10172,-0.8785,0.57791,-1.5498,1.7005,4.63736,0.05125,0.0658,-2.51201,-3.18676,-2.79969,-3.62009,-1.48688,1.01622,0.535428,0.535428,1.993613455,1.839249272,1.969154568,91.26590954,119.0921087,111.1104227,-40.80504418,10,9,7,-2.59693,0.245388,30.7652,640,18.3696,46.1484,3,2.871,5.40488,0.0073267,125.467,680,89.3712,69.0107,8,3.9204,-4.30474,0.00103166,179.005,232,77.916,50.3656,10,2.871,1.5864,-0.000142475,40.6466,136,31.2352,15.0844,3,1.0758,-0.861387,1.03E-05,22.5154,16,15.136,6.72353,2,0.4092
NiCuCuCu_6,160.2794558,178.1433591,185.6785447,176.5969395,1.01354,0.92393,0.88502,-0.84232,0.77345,1.6373,0.5623,0.4904,0.64392,0.4214,-2.31142,-2.52906,-2.57433,-3.04247,-2.11226,3.873469,0.84231,0.84231,1.924949326,1.956829907,1.905431528,89.41397707,127.3834112,109.5262221,-34.92821452,10,11,11,-2.37744,1.73214,22.5593,688,19.6424,45.0684,3,2.5608,5.09529,0.93201,100.475,680,89.3712,74.012,8,3.9204,-4.54973,0.133221,144.262,240,85.484,50.6743,11,3.0756,1.94609,0.00794597,17.3127,128,23.6672,11.8526,2,0.8712,-0.823696,-0.000412109,15.4487,16,15.136,6.75894,2,0.4092
ZnCuZnNi_4,169.644615,177.5972551,153.5292948,148.6143584,1.20959,1.25206,0.99819,-1.09494,0.81501,-0.0014,-0.0011,1.5856,0.32027,0.4748,-5.72366,-5.87972,-2.607,-3.1369,-2.03779,3.764405,0.898518,0.898518,2.010081811,1.949631057,1.839117454,89.48172352,142.3332736,127.3708459,-6.408939203,12,12,10,-3.78832,0.507019,44.5765,704,17.9224,53.0642,3,2.4288,4.97225,0.26184,113.062,784,94.9096,106.471,9,4.719,-1.31794,0.0894738,161.794,264,103.613,52.6857,12,3.1482,-1.06488,-0.000112095,16.3588,16,15.136,7.78517,2,0.4092,0,0,0,0,0,0,0,0
FeCuNiCo_11,227.9412214,177.5604981,182.0737329,161.1484963,1.15183,0.97386,0.96754,-0.91619,0.56178,3.8759,1.6499,2.5877,0.52536,0.1084,-4.45516,-2.6146,-2.83835,-3.42496,-1.65491,3.782256,0.986582,0.986582,1.905688809,2.057424128,1.883002472,82.90406916,128.6196784,110.235281,-36.66050897,8,10,9,-2.83399,4.26251,33.9349,648,19.3328,51.1518,3,2.8116,4.95314,0.715304,144.773,848,106.743,98.5243,10,5.1546,-2.06418,-6.83E-05,190.184,200,91.7792,39.3342,11,2.7126,-0.894385,-0.000267934,21.7661,16,15.136,6.75926,2,0.4092,0,0,0,0,0,0,0,0
FeCuNiZn_8,231.0235587,177.2086811,175.3918349,160.4448623,1.16206,0.97808,1.1802,-0.99978,0.52031,3.8849,1.6522,0.0084,0.363,0.0497,-4.43758,-2.57906,-6.47679,-3.30655,-1.45283,3.428753,0.968022,0.968022,1.896679767,2.041521555,1.890242346,83.26500967,129.9954613,108.9608918,-35.48726103,8,10,12,-3.31961,2.01302,44.6167,672,18.5416,53.1925,3,2.6268,5.55589,0.394959,136.249,848,106.743,99.3407,10,5.1546,-2.25985,0.00139029,180.562,200,91.7792,39.8731,11,2.7126,-0.975985,-0.0001815,20.2645,16,15.136,6.81319,2,0.4092,0,0,0,0,0,0,0,0
FeCuNiMn_13,229.0071745,176.9592585,173.6773833,158.3838446,1.16349,0.98159,1.08968,-0.96239,0.5341,3.8967,1.659,4.68466,0.47108,0.1028,-4.47661,-2.55564,-2.58299,-3.23519,-1.51078,3.459889,1.000763,1.000763,1.889597096,2.039541417,1.982088419,83.90788795,133.3683083,112.3984342,-32.31237541,8,10,7,-3.1131,4.82403,31.1071,632,18.1976,52.7705,3,2.8842,5.29281,0.600255,133.669,848,106.743,101.571,10,5.1546,-2.16743,0.00708033,176.092,200,91.7792,40.421,11,2.7126,-0.938494,-0.000230829,20.1313,16,15.136,6.93973,2,0.4092,0,0,0,0,0,0,0,0
MnCuFeCu_10,227.9806039,176.5549315,190.4622061,171.4745886,0.9804,1.18902,0.66072,-0.85887,0.56513,3.6684,3.9598,0.0984,0.38451,0.0706,-3.453,-4.6781,-1.48772,-3.39429,-1.76895,1.55558,0.874818,0.874818,1.91357556,1.941259496,2.034737165,87.61848098,126.1174876,109.489618,-36.53708698,7,8,11,-2.43072,2.97095,32.6491,640,18.1632,54.1871,3,2.937,4.48582,0.333043,155.387,848,106.743,98.7475,10,5.1546,-1.953,0.00863609,201.477,200,91.7792,40.0109,11,2.7126,-0.839777,6.54E-05,23.9957,16,15.136,6.79362,2,0.4092,0,0,0,0,0,0,0,0
CoCuCoFe_6,233.6017999,176.0718395,149.898228,197.2648771,0.66683,0.75997,1.00239,-0.74742,0.60971,-0.9181,1.4431,3.6932,0.27926,0.1009,-2.00611,-2.58887,-4.26807,-3.83071,-1.76086,1.255263,0.719521,0.719521,1.954359636,1.947050961,1.841107343,86.38195085,94.08728413,85.16361859,-54.06263644,9,9,8,-1.81563,1.17797,33.9518,640,19.2296,53.9555,3,2.9832,4.30068,0.136734,140.409,680,89.3712,68.5025,8,3.9204,-3.65648,0.00349634,200.495,232,77.916,49.9966,10,2.871,1.34662,0.000159178,45.4988,136,31.2352,14.9212,3,1.0758,-0.733847,0,25.1234,16,15.136,6.67389,2,0.4092
FeCuNiFe_12,225.8775783,175.4968549,156.2519385,184.5338266,1.11767,0.80715,0.96573,-0.86677,0.61516,3.8399,1.4242,3.6667,0.51281,0.2258,-4.38555,-2.26575,-4.00324,-3.44344,-2.20001,3.56814,0.722999,0.722999,1.970313047,2.08447305,1.828686206,79.61655651,109.9620144,85.00036097,-46.68429866,8,10,8,-2.50544,4.5798,36.6883,640,19.1608,50.3133,3,2.8248,3.6154,0.740693,138.682,784,94.9096,85.091,9,4.719,-1.01582,0.0575988,197.697,264,103.613,43.6105,12,3.1482,-0.845421,-0.000158971,19.637,16,15.136,6.46763,2,0.4092,0,0,0,0,0,0,0,0
ZnCuFeCo_9,143.694171,174.9533764,#VALUE!,167.1897723,1.20381,1.08563,0.96762,-0.98595,0.72694,0.0107,3.7313,2.5878,0.40521,0.3591,-6.58713,-4.05641,-3.52352,-3.8238,-2.63622,3.570599,0.391803,0.391803,2.034316325,1.92933232,1.85714964,86.20537829,119.4894632,103.9364637,-43.23117801,12,8,9,-3.2113,2.5649,54.172,664,18.4384,49.4687,3,2.7984,4.42794,0.416029,163.733,784,94.9096,91.7269,9,4.719,-1.22852,0.096675,232.205,264,103.613,45.9777,12,3.1482,-0.960236,-0.000133719,24.4817,16,15.136,6.76074,2,0.4092,0,0,0,0,0,0,0,0
CoCuCuCu_7,169.7155035,174.6383164,174.2707463,183.8669496,1.04838,0.91165,0.84523,-0.82384,0.76711,2.7034,0.5333,0.4321,0.66964,0.4165,-3.11695,-2.7454,-2.43754,-3.41048,-2.35465,3.901727,0.597208,0.597208,1.851321313,2.008102096,1.947641513,86.69496659,124.8485922,107.5245333,-37.18246907,9,11,11,-2.31109,2.45678,28.3066,680,19.5392,44.7299,3,2.7324,4.99334,0.970416,119.417,680,89.3712,72.9911,8,3.9204,-4.4574,0.136205,169.892,240,85.484,50.0587,11,3.0756,1.90396,0.00658256,21.4489,128,23.6672,11.7312,2,0.8712,-0.80752,-0.00033482,19.3878,16,15.136,6.6736,2,0.4092
FeCuZnMn_11,217.5626191,173.0630162,169.3636865,153.5319202,1.19011,1.19704,1.09505,-0.99995,0.54774,3.9145,0.0191,4.68264,0.44549,0.0896,-4.54426,-5.8758,-2.72582,-3.21873,-1.44209,3.271211,0.937964,0.937964,1.860747718,2.127461571,1.983600392,85.44614316,137.3936895,110.8490234,-28.05379632,8,12,7,-3.48203,3.83845,42.313,648,17.3032,54.7343,3,2.871,5.71028,0.40892,135.522,848,106.743,103.002,10,5.1546,-2.25566,0.00916818,179.482,200,91.7792,40.8484,11,2.7126,-0.972511,-9.36E-05,20.1101,16,15.136,6.98086,2,0.4092,0,0,0,0,0,0,0,0
CuCuNiMn_2,215.0316369,172.4565257,171.1674051,121.0203513,0.89033,1.03196,1.13559,-0.9705,0.74808,-0.5211,-1.6169,4.58318,-0.15939,-0.3691,-2.42188,-2.55449,-2.70152,-3.16646,-2.38433,0.800688,2.268551,0.800688,1.969641098,1.925140958,1.886177656,89.86338324,122.44287,117.2733308,-38.08677424,11,10,7,-2.96767,-0.389737,24.3117,656,18.4384,44.4063,3,2.7522,5.99378,0.167189,112.155,680,89.3712,72.8242,8,3.9204,-5.2589,0.0359169,160.868,240,85.484,50.3158,11,3.0756,2.23965,0.00194137,20.189,128,23.6672,11.7911,2,0.8712,-0.948732,-9.56E-05,18.2211,16,15.136,6.7217,2,0.4092
CoCuZnZn_3,207.1735148,172.3672587,168.1323269,#VALUE!,0.89242,1.20453,1.20922,-1.01216,0.60976,1.6394,0.0013,0.0004,0.13331,0.0586,-2.80792,-5.44294,-6.36182,-3.1839,-1.52232,1.859059,0.996291,0.996291,1.843034968,2.010620581,1.890709382,91.27895786,128.5767088,109.349582,-32.25413446,9,12,12,-3.34637,0.218775,46.5253,696,17.8192,49.3836,3,2.6004,4.48802,0.028475,109.455,784,94.9096,84.2796,9,4.719,-0.637124,0.00160905,151.51,256,96.0448,46.1574,11,2.9436,-1.529,-1.20E-05,27.9428,24,22.704,10.361,3,0.6138,0,0,0,0,0,0,0,0
FeCuFeCu_11,195.4664094,172.2832427,199.4387912,188.5035829,1.19326,1.16798,0.68053,-0.89127,0.55579,3.8974,3.9375,0.1513,0.59563,0.0804,-4.44886,-4.66137,-1.64044,-3.62338,-1.37989,3.275623,0.599287,0.599287,1.876084604,1.975705347,2.036501898,91.46055127,134.4749084,114.2711821,-26.66293063,8,8,11,-2.71104,4.75682,38.9538,648,19.1264,54.868,3,2.8776,4.79111,0.836026,162.581,848,106.743,106.049,10,5.1546,-2.00378,0.00882724,211.696,200,91.7792,41.9792,11,2.7126,-0.870646,-0.000190602,25.5587,16,15.136,7.19227,2,0.4092,0,0,0,0,0,0,0,0
CoCuNiNi_7,200.8224299,171.7738956,180.9815248,162.5898959,0.84908,0.98882,1.00211,-0.86489,0.56758,1.6207,1.6301,1.5969,0.35758,0.0984,-2.80704,-2.3737,-2.85015,-3.42722,-1.62941,1.743499,0.862206,0.862206,1.872862708,2.066272389,1.844128885,84.1321691,125.581499,117.179169,-37.95222847,9,10,10,-2.4563,1.73344,27.5236,664,19.608,50.6506,3,2.6268,4.49711,0.287255,141.237,848,106.743,97.0966,10,5.1546,-1.94385,-0.00309307,184.348,200,91.7792,39.4436,11,2.7126,-0.844989,-4.65E-05,20.4454,16,15.136,6.70354,2,0.4092,0,0,0,0,0,0,0,0
CuCuFeMn_2,#VALUE!,171.7686446,#VALUE!,#VALUE!,0.86503,0.87027,1.10724,-0.82618,0.56295,-0.5237,-2.6614,4.59961,-0.13265,0.0534,-2.81076,-3.77304,-2.95991,-3.77154,-1.58532,0.562314,0.875857,0.562314,2.066300808,1.814240607,1.952631886,85.91045179,107.7697006,108.7297372,-52.71643739,11,8,7,-2.34845,-0.187635,35.9945,640,18.1632,49.6553,3,2.937,3.47929,0.0385428,145.825,784,94.9096,85.1551,9,4.719,-0.580656,-0.00134772,203.697,256,96.0448,44.7415,11,2.9436,-1.23275,0.000188363,40.9261,24,22.704,9.87869,3,0.6138,0,0,0,0,0,0,0,0
ZnCuCuCu_4,149.766953,171.4089511,169.1851524,167.3919358,1.19855,0.93248,0.90514,-0.93477,0.76987,-0.0104,0.5733,0.5172,0.48077,0.4282,-5.45497,-2.47714,-2.56471,-2.64394,-2.09023,3.886655,0.921341,0.921341,1.995052174,1.948396889,1.887807268,86.00299924,122.8591915,111.0429432,-40.65077721,12,11,11,-2.83812,0.51928,27.753,704,18.748,47.6617,3,2.5476,5.78642,0.57977,85.1572,680,89.3712,74.708,8,3.9204,-5.06707,0.107789,123.641,240,85.484,51.3919,11,3.0756,2.15885,0.00450962,14.4368,128,23.6672,11.871,2,0.8712,-0.913869,-0.000216346,12.7958,16,15.136,6.76962,2,0.4092
NiCuZnCu_3,174.2497423,171.0886401,206.4646298,198.3334557,1.02293,1.23179,0.90907,-1.0045,0.8045,1.5481,-0.0023,-0.4839,-0.10357,0.4523,-2.31489,-5.72471,-2.58194,-3.04265,-1.9218,0.841492,1.318666,0.841492,1.910234046,1.954528108,1.886801768,92.3171386,141.8110848,121.4801752,-13.44424647,10,12,11,-3.17803,-0.109981,32.3176,696,18.7824,48.3271,3,2.4948,6.25947,-0.082508,100.818,680,89.3712,80.4565,8,3.9204,-5.42969,-0.0243234,144.9,240,85.484,55.4899,11,3.0756,2.31962,-0.00112063,17.6593,128,23.6672,12.8833,2,0.8712,-0.980372,5.07E-05,15.7604,16,15.136,7.35369,2,0.4092
CoCuCuCo_9,200.7436648,171.0308791,170.7079426,155.7189619,1.02852,0.8688,1.01062,-0.89283,0.749,2.6661,0.4762,2.6336,0.55816,0.3968,-2.98715,-2.59728,-3.21377,-3.54709,-2.50583,3.749353,0.612567,0.612567,1.923207833,1.998420149,1.850941305,84.50838922,124.6481052,103.6060068,-39.06115996,9,11,9,-2.5963,3.22388,31.208,664,19.4704,45.6505,3,2.8512,5.43899,0.808858,131.179,680,89.3712,72.7409,8,3.9204,-4.83123,0.116175,188.396,240,85.484,50.0328,11,3.0756,2.06382,0.00517972,23.2438,128,23.6672,11.7412,2,0.8712,-0.872438,-0.000273498,21.0392,16,15.136,6.69811,2,0.4092
CoCuZnNi_5,185.4606282,170.9652416,168.5182754,147.4250068,0.8702,1.21111,0.95024,-0.86678,0.62801,1.6444,-0.0039,1.5101,0.34328,0.1695,-2.754,-5.56686,-2.56355,-3.14039,-1.91693,1.941638,0.633512,0.633512,1.831059724,2.148539973,1.894706688,85.74962678,130.4676863,111.0408442,-32.85383726,9,12,10,-2.62769,1.08154,34.1813,680,18.7136,53.4572,3,2.6136,4.67908,0.174163,128.747,848,106.743,100.588,10,5.1546,-1.95706,-0.000463428,165.637,200,91.7792,40.284,11,2.7126,-0.845639,1.37E-05,18.5036,16,15.136,6.84667,2,0.4092,0,0,0,0,0,0,0,0
FeCuMnZn_11,224.3731666,170.8628471,172.3830117,155.4905434,1.20741,1.07269,1.17937,-1.00993,0.51372,3.9294,4.67268,0.0168,0.37813,0.044,-4.60308,-2.31638,-6.83099,-3.48892,-1.45272,2.867801,0.890168,0.890168,1.866277983,2.189821441,1.897189315,88.11173452,133.6373588,108.0739413,-29.76590098,8,7,12,-3.49382,3.25906,47.9742,648,17.3032,52.0105,3,2.871,5.71449,0.368824,151.874,848,106.743,98.2969,10,5.1546,-2.25823,0.010546,200.57,200,91.7792,39.4993,11,2.7126,-0.982379,-0.000132346,22.918,16,15.136,6.75708,2,0.4092,0,0,0,0,0,0,0,0
CuCuFeNi_9,200.1214213,168.6259209,143.1349395,168.7309409,0.89202,1.10593,0.77457,-0.87226,0.73834,0.5497,3.8475,1.2902,0.54286,0.3864,-2.51209,-4.06217,-1.83707,-2.91398,-2.26535,3.536858,0.952352,0.952352,1.988825312,1.906495742,1.90686412,86.39542062,107.7523869,92.33147939,-48.59244389,11,8,10,-2.41836,3.08746,24.5104,664,19.4016,49.0185,3,2.6928,5.25981,0.819176,100.965,680,89.3712,72.8042,8,3.9204,-4.75697,0.132615,144.611,240,85.484,49.9436,11,3.0756,2.01069,0.00921776,17.6169,128,23.6672,11.7046,2,0.8712,-0.855992,-0.000314859,15.861,16,15.136,6.63745,2,0.4092
CuCuCoCu_7,160.2952088,168.3764984,181.2650789,164.7874396,0.8948,1.05987,0.85618,-0.83461,0.76565,0.5325,2.6912,0.4378,0.65667,0.4057,-2.52215,-2.99964,-2.34763,-3.30966,-2.2674,4.029122,0.626979,0.626979,2.015551869,1.851400901,1.926787667,87.15616162,117.6152088,110.6970461,-44.5250442,11,9,11,-2.34596,2.4044,26.0451,680,19.5392,44.1976,3,2.7324,5.07885,0.936011,113.865,680,89.3712,71.9263,8,3.9204,-4.5361,0.159847,162.062,240,85.484,49.72,11,3.0756,1.92562,0.00898325,20.3847,128,23.6672,11.6686,2,0.8712,-0.818994,-0.000413702,18.3867,16,15.136,6.63639,2,0.4092
CuCuFeFe_11,215.6486295,168.0010518,192.0611357,#VALUE!,0.88949,1.07924,1.01574,-0.87051,0.58795,0.5611,3.8232,3.6968,0.52181,0.105,-2.96227,-4.47123,-4.07254,-3.49303,-1.72805,3.068191,0.476618,0.476618,2.056133792,1.993813519,1.834453613,82.50943174,107.2868989,90.7704507,-50.39423362,11,8,8,-2.59801,4.2168,40.1909,648,19.1264,50.5756,3,2.8776,5.40012,0.718929,124.52,680,89.3712,68.2702,8,3.9204,-4.27359,0.0053903,177.231,232,77.916,49.3089,10,2.871,1.56758,0.00482152,39.0236,136,31.2352,14.7873,3,1.0758,-0.853875,-0.000140889,21.7001,16,15.136,6.57476,2,0.4092
NiCuZnCo_3,#VALUE!,167.9616693,196.0072625,259.0849048,0.96068,1.22505,0.94779,-0.99058,0.80069,0.0105,0.0019,2.505,0.12134,-0.4521,-2.10536,-6.33758,-2.89572,-3.56524,-2.54416,0.957915,1.340583,0.957915,1.944968899,1.976460628,1.811238163,89.70540375,136.4911508,115.064444,-26.57612551,10,12,9,-3.104,0.305461,40.425,680,18.7136,45.6608,3,2.6136,6.15599,-0.0484511,133.077,680,89.3712,74.4289,8,3.9204,-5.35285,-0.0285501,190.104,240,85.484,51.8624,11,3.0756,2.28667,-0.000509628,24.2792,128,23.6672,12.0687,2,0.8712,-0.967074,1.21E-05,22.0564,16,15.136,6.89792,2,0.4092
FeCuCuCu_4,149.2549804,167.8750278,180.1571178,194.2508029,1.18899,0.86446,0.79478,-0.85488,0.76672,3.8463,-0.3765,-0.3088,0.17388,-0.3632,-4.74659,-2.42202,-2.31617,-3.87973,-2.45792,0.189486,1.456979,0.189486,1.831084558,1.974656311,1.958940431,88.63535927,135.8407326,116.54994,-26.55945938,8,11,11,-2.43489,0.549635,36.7984,672,19.3672,47.3147,3,2.7456,5.16065,-0.028598,147.498,680,89.3712,76.2155,8,3.9204,-4.59605,-0.0298569,209.998,240,85.484,52.8377,11,3.0756,1.97663,0.000205178,28.392,128,23.6672,12.2478,2,0.8712,-0.837167,1.91E-05,26.0128,16,15.136,6.99208,2,0.4092
CuCuNiFe_9,204.2145761,166.9114693,172.6429362,#VALUE!,0.91869,1.05048,1.0573,-0.94446,0.68809,0.5655,1.6587,3.6955,0.49368,0.3287,-2.73924,-2.9476,-3.8378,-3.29808,-2.35104,3.723735,0.605603,0.605603,2.044935214,1.957546901,1.826394809,88.44296542,117.1021828,112.9327768,-44.04865267,11,10,8,-2.85838,2.92244,31.413,664,19.4016,44.7717,3,2.6928,5.83353,0.680118,121.572,680,89.3712,71.9245,8,3.9204,-5.12258,0.095453,174.218,240,85.484,49.9005,11,3.0756,2.17761,0.00817534,21.2852,128,23.6672,11.5926,2,0.8712,-0.92218,-0.00037026,19.2209,16,15.136,6.59619,2,0.4092
CoCuCuNi_8,184.2581491,166.5202697,157.194493,152.1377796,1.02319,0.89632,1.00197,-0.91076,0.79474,2.6632,0.5079,1.6088,0.52516,0.4301,-2.97685,-2.76384,-2.93469,-3.5124,-2.45606,3.829783,0.693677,0.693677,1.908543537,2.004679799,1.844899229,84.28836762,122.9688326,112.9372102,-40.58601344,9,11,10,-2.66077,2.51021,30.4714,672,19.5736,44.3351,3,2.6796,5.5089,0.781459,126.632,680,89.3712,72.4745,8,3.9204,-4.89205,0.103787,181.043,240,85.484,50.195,11,3.0756,2.10549,0.00502578,22.724,128,23.6672,11.7403,2,0.8712,-0.891051,-0.000278335,20.559,16,15.136,6.68793,2,0.4092
CuCuZnMn_4,#VALUE!,166.3522377,162.4113619,155.3986509,0.89613,1.22555,1.13697,-1.05531,0.75054,-0.5103,0.0142,4.55611,0.02482,-0.3775,-2.29194,-5.95523,-2.70697,-2.94606,-2.24811,0.886736,1.995334,0.886736,1.984535971,1.951786729,1.876886511,87.26215169,131.9194775,116.7297852,-31.98216604,11,12,7,-3.43889,0.100769,32.2716,672,17.544,46.8133,3,2.739,6.64328,-0.0209843,103.579,680,89.3712,74.3716,8,3.9204,-5.72324,-0.00567112,148.985,240,85.484,51.3447,11,3.0756,2.43487,-0.000283444,18.2989,128,23.6672,11.9502,2,0.8712,-1.02969,1.37E-05,16.4494,16,15.136,6.82104,2,0.4092
CuCuNiCo_8,132.7930942,165.5619622,171.5507281,169.2324114,0.91848,0.98261,0.96233,-0.90279,0.76622,0.5583,1.5882,2.5821,0.53529,0.3992,-2.60915,-2.54114,-2.87876,-3.17175,-2.35506,4.052767,0.784991,0.784991,2.031491497,1.951098181,1.81172781,87.20117616,113.9800245,104.2663108,-46.45626641,11,10,9,-2.58507,2.53117,25.4661,672,19.5736,44.6252,3,2.6796,5.46629,0.802212,110.689,680,89.3712,71.3481,8,3.9204,-4.89322,0.118304,158.505,240,85.484,49.2758,11,3.0756,2.08175,0.00920164,19.6273,128,23.6672,11.5582,2,0.8712,-0.884779,-0.00040682,17.6954,16,15.136,6.57223,2,0.4092
CuCuNiZn_5,135.7730369,165.3309181,161.6027079,166.4520067,0.91488,1.0217,1.19631,-1.03689,0.75845,0.5645,1.6197,0.0043,0.30281,0.3935,-2.29808,-2.26682,-5.87677,-2.59761,-2.07379,3.754088,1.192933,1.192933,1.966541903,1.92153567,1.872671411,89.27616826,116.5266353,110.1543943,-43.36888267,11,10,12,-3.24846,0.6627,27.1234,696,18.7824,45.6945,3,2.4948,6.42603,0.37778,84.3824,680,89.3712,72.6569,8,3.9204,-5.62931,0.0751877,122.053,240,85.484,50.1563,11,3.0756,2.39298,0.00412124,14.7142,128,23.6672,11.7658,2,0.8712,-1.01636,-0.000205911,13.1363,16,15.136,6.69361,2,0.4092
CuCuCoNi_8,#VALUE!,164.6272841,177.3031991,142.2553969,0.88784,1.02571,1.01718,-0.92672,0.76907,0.5239,2.6383,1.6058,0.49788,0.4074,-2.6098,-2.86994,-2.89475,-3.32654,-2.45362,3.911466,0.67362,0.67362,2.014448445,1.901576233,1.846784632,85.7438913,115.706116,111.9366064,-46.6869264,11,9,10,-2.71597,2.37389,27.8581,672,19.5736,43.7449,3,2.6796,5.6383,0.740651,119.753,680,89.3712,71.3848,8,3.9204,-5.0114,0.116121,171.115,240,85.484,49.6487,11,3.0756,2.13826,0.00701513,21.5172,128,23.6672,11.6674,2,0.8712,-0.908,-0.000313664,19.4795,16,15.136,6.64232,2,0.4092
ZnCuCoZn_5,#VALUE!,164.1678216,177.9963311,169.2612919,1.18787,1.03751,1.2289,-1.1492,0.83368,0.0007,2.6447,0.0027,0.15661,0.4563,-6.21247,-2.77119,-6.44624,-3.17305,-2.44456,3.748331,0.868184,0.868184,1.971372566,1.932941721,1.8937263,86.80840595,142.1652762,109.1791599,-25.57920577,12,9,12,-3.96966,0.414719,48.9598,696,17.8192,48.0572,3,2.6004,5.17029,0.132791,128.229,784,94.9096,93.2068,9,4.719,-1.40254,0.0544643,182.157,264,103.613,46.5973,12,3.1482,-1.11873,-6.11E-05,19.3972,16,15.136,6.92559,2,0.4092,0,0,0,0,0,0,0,0
