Name,ΔG-homo,ΔG-M1,ΔG-M2,ΔG-M3,q_M1,q_M2,q_M3,q_O,q_Cu,spin_M1,spin_M2,spin_M3,spin_O,spin_Cu,dband_M1,dband_M2,dband_M3,pband_O1,dband_Cu,alpha,beta,min_alpha_beta,d_M1-O,d_M2-O,d_M3-O,a_M1OM2,a_M1OM3,a_M2OM3,D_M1M2M3O,M1_nd,M2_nd,M3_nd,RAC-d1-charge,RAC-d1-spin,RAC-d1-dband,RAC-d1-Z,RAC-d1-X,RAC-d1-T,RAC-d1-I,RAC-d1-S,RAC-d2-charge,RAC-d2-spin,RAC-d2-dband,RAC-d2-Z,RAC-d2-X,RAC-d2-T,RAC-d2-I,RAC-d2-S,RAC-d3-charge,RAC-d3-spin,RAC-d3-dband,RAC-d3-Z,RAC-d3-X,RAC-d3-T,RAC-d3-I,RAC-d3-S,RAC-d4-charge,RAC-d4-spin,RAC-d4-dband,RAC-d4-Z,RAC-d4-X,RAC-d4-T,RAC-d4-I,RAC-d4-S,RAC-d5-charge,RAC-d5-spin,RAC-d5-dband,RAC-d5-Z,RAC-d5-X,RAC-d5-T,RAC-d5-I,RAC-d5-S
CuCuMnMn_11,231.6484277,163.902646,#VALUE!,157.1078515,0.8929,1.0754,1.12035,-0.92666,0.56736,0.5897,3.7482,4.68437,0.23399,0.0679,-2.7423,-3.55479,-2.71541,-3.24225,-1.52549,1.7066,0.868362,0.868362,2.03702855,1.875725227,1.970432546,88.01014897,114.7881599,114.000869,-46.08069311,11,7,7,-2.86213,2.11112,29.2208,632,17.2,48.6193,3,2.9964,4.03509,0.160498,118.573,784,94.9096,84.8973,9,4.719,-0.647077,0.0131994,166.104,256,96.0448,45.2316,11,2.9436,-1.38458,0.000343965,33.1074,24,22.704,9.96634,3,0.6138,0,0,0,0,0,0,0,0
CoCuCuZn_6,175.1844204,163.4379325,157.4859235,155.5588064,1.03931,0.89528,1.19881,-1.00196,0.75764,2.6733,0.5095,0.0038,0.35993,0.3937,-3.01509,-2.80137,-6.61107,-3.33221,-2.46417,3.565655,0.581414,0.581414,1.893041356,1.994837035,1.885372446,85.66572573,124.9496991,104.8642951,-38.10782514,9,11,12,-3.13954,1.14695,41.4111,688,18.6792,46.7098,3,2.6664,6.21426,0.445136,122.191,680,89.3712,73.1191,8,3.9204,-5.4148,0.0747935,175.32,240,85.484,50.4189,11,3.0756,2.31643,0.00336175,22.0726,128,23.6672,11.7937,2,0.8712,-0.980288,-0.000183564,20.0196,16,15.136,6.7217,2,0.4092
CuCuMnCo_9,225.1450637,163.377546,#VALUE!,162.5741429,0.88422,1.01967,0.95808,-0.84955,0.56237,0.5672,3.6826,2.5959,0.34577,0.0369,-3.06402,-3.93875,-3.32905,-3.78323,-1.63135,1.397113,0.478669,0.478669,2.065242611,1.902588847,1.875269594,85.04131533,103.926474,102.2705757,-54.25983101,11,7,9,-2.43139,2.36704,39.0877,648,18.3352,50.0658,3,2.9238,3.57731,0.268273,148.831,784,94.9096,84.2545,9,4.719,-0.596647,0.0107292,207.473,256,96.0448,44.6059,11,2.9436,-1.271,0.000598182,41.2694,24,22.704,9.84175,3,0.6138,0,0,0,0,0,0,0,0
CuCuMnZn_6,239.3673983,163.104494,#VALUE!,162.0726724,0.89576,1.04418,1.20252,-0.96264,0.56851,0.5839,3.701,0.0114,0.13498,0.0397,-2.73994,-3.61153,-6.64557,-3.2774,-1.5083,1.728333,0.945354,0.945354,2.033609723,1.887914369,1.898919285,86.75424385,113.0256104,108.3512373,-47.86665585,11,7,12,-3.02506,0.579915,42.5965,672,17.544,50.917,3,2.739,4.22089,0.0707052,119.966,784,94.9096,84.8615,9,4.719,-0.68359,0.00580954,168.555,256,96.0448,45.5426,11,2.9436,-1.43891,0.000233515,33.1679,24,22.704,10.0021,3,0.6138,0,0,0,0,0,0,0,0
CuCuCuMn_3,187.1934583,162.878701,171.1464011,154.9890729,0.88577,0.9133,1.12954,-0.93062,0.74881,-0.5178,-0.5282,4.57494,-0.16925,-0.3754,-2.55782,-2.76532,-2.69726,-3.045,-2.4607,0.726861,2.175278,0.726861,1.983436941,1.95221134,1.882246992,85.32184869,117.3655557,107.5274626,-44.69964831,11,11,7,-2.72542,-0.597273,24.4221,664,18.404,46.9437,3,2.805,5.66953,0.19219,108.385,680,89.3712,72.9218,8,3.9204,-5.04571,0.035551,155.814,240,85.484,50.1163,11,3.0756,2.14606,0.00250998,19.3107,128,23.6672,11.7322,2,0.8712,-0.9105,-0.000125245,17.4328,16,15.136,6.67514,2,0.4092
CuCuCuFe_4,201.9776499,162.3037164,176.352768,181.4934974,0.90432,0.92427,1.0307,-0.87272,0.68277,-0.5265,-0.5538,3.6465,0.11939,0.3244,-2.75397,-3.09168,-3.83324,-3.32639,-2.32873,0.900821,0.859598,0.859598,2.051646264,1.96977486,1.808886629,84.35644365,113.4493095,104.5393307,-48.30658737,11,11,8,-2.49536,0.306379,32.1958,672,19.3672,48.4708,3,2.7456,5.31228,0.0116572,121.265,680,89.3712,72.9239,8,3.9204,-4.7387,0.0257154,174.398,240,85.484,50.0779,11,3.0756,2.01255,0.000171922,20.6269,128,23.6672,11.592,2,0.8712,-0.852438,4.78E-06,18.5682,16,15.136,6.57913,2,0.4092
CuCuNiCu_6,156.2886955,161.5108154,169.2271604,195.3272579,0.91608,1.02702,0.90273,-0.87764,0.77098,0.5619,1.6353,0.5014,0.59525,0.4088,-2.40256,-2.43444,-2.55425,-2.94943,-2.11882,4.0103,0.724371,0.724371,1.992069195,1.903114933,1.889065741,90.3011144,119.8860325,113.9888578,-40.44857097,11,10,11,-2.49761,1.60634,21.8,688,19.6424,43.3863,3,2.5608,5.3206,0.870714,98.2964,680,89.3712,72.2556,8,3.9204,-4.75808,0.136693,140.54,240,85.484,50.0006,11,3.0756,2.02494,0.00866089,17.1431,128,23.6672,11.7214,2,0.8712,-0.860122,-0.000410722,15.3499,16,15.136,6.66908,2,0.4092
CuCuZnCo_6,140.2810207,161.3480343,152.1876641,165.8245122,0.92876,1.21498,0.95551,-0.98427,0.75222,0.565,-0.012,2.5627,0.40396,0.3876,-2.72764,-6.20972,-2.96491,-3.13418,-2.41073,3.905303,0.591291,0.591291,2.03366974,1.979085084,1.799189527,85.90274045,121.1158145,107.4247828,-42.27052589,11,12,9,-3.0505,1.25862,37.3039,688,18.6792,46.9564,3,2.6664,6.11641,0.505572,112.703,680,89.3712,72.97,8,3.9204,-5.33936,0.0852719,161.687,240,85.484,50.3241,11,3.0756,2.26758,0.00741267,20.1268,128,23.6672,11.7015,2,0.8712,-0.962921,-0.00030297,18.1982,16,15.136,6.66161,2,0.4092
CoCuCoNi_8,186.1616367,161.2272613,170.043691,165.4805717,1.0221,0.84005,0.81348,-0.74543,0.68596,2.6473,1.3506,1.3661,0.46324,0.319,-2.97152,-2.35106,-2.16922,-3.99329,-2.197,1.637951,0.586466,0.586466,2.042345143,1.805011835,1.930130838,91.33681814,132.0247935,121.8139575,-27.42668756,9,9,10,-1.99449,2.48482,29.9169,656,19.5048,56.3954,3,2.7984,3.86294,0.542704,174.287,848,106.743,117.433,10,5.1546,-1.69403,0.000856994,225.623,200,91.7792,45.0753,11,2.7126,-0.730104,-0.000254782,27.0622,16,15.136,7.69931,2,0.4092,0,0,0,0,0,0,0,0
CuCuMnFe_2,215.8849245,160.9962173,184.1347506,177.1272905,0.84425,1.04449,0.95177,-0.87078,0.71948,-0.3727,4.4121,-3.4658,-0.24355,0.3949,-2.63416,-2.73616,-3.59144,-3.51852,-3.1919,0.185025,0.581154,0.185025,2.175433144,2.003656327,1.793542287,83.05698505,124.2917955,112.999347,-42.44792429,11,7,8,-2.47346,-0.1397,31.5321,640,18.1632,51.6439,3,2.937,4.5232,-0.158232,168.81,848,106.743,100.736,10,5.1546,-1.95741,-0.00500982,212.215,200,91.7792,38.5531,11,2.7126,-0.850569,7.31E-05,26.2024,16,15.136,6.5952,2,0.4092,0,0,0,0,0,0,0,0
CuCuNiNi_5,#VALUE!,160.2085673,178.2457536,153.4977887,0.91206,1.02097,1.01245,-0.93642,0.80415,0.5517,1.6156,1.6118,0.49834,-0.4246,-2.37209,-2.33348,-2.56621,-2.96426,-2.1272,1.338526,1.099437,1.099437,1.98578848,1.925589028,1.837215701,88.73909267,117.6210504,118.2069508,-42.97654296,11,10,10,-2.75821,1.88328,21.5554,680,19.6768,42.2931,3,2.508,5.69585,-0.000677742,97.8979,680,89.3712,71.2433,8,3.9204,-5.05967,-0.134811,139.903,240,85.484,49.8334,11,3.0756,2.16255,-0.00294021,17.064,128,23.6672,11.7013,2,0.8712,-0.91742,7.48E-05,15.2578,16,15.136,6.65908,2,0.4092
CuCuFeCo_10,#VALUE!,159.6099532,187.5190203,163.55608,0.85347,1.06475,0.90986,-0.886,0.75696,0.4975,3.7247,2.5376,0.50349,0.3895,-2.7486,-3.98872,-3.04248,-3.40767,-2.7326,3.85848,0.382138,0.382138,2.057823423,1.942120637,1.849561971,82.4785389,103.2400767,96.06803035,-54.33909052,11,8,9,-2.50568,3.40349,33.3263,656,19.2984,48.8579,3,2.8644,5.37111,0.750109,130.504,680,89.3712,71.8403,8,3.9204,-4.82427,0.115576,185.514,240,85.484,49.4282,11,3.0756,2.04248,0.00901751,23.8232,128,23.6672,11.5403,2,0.8712,-0.868617,-0.000332303,21.7486,16,15.136,6.55764,2,0.4092
ZnCuZnCo_3,#VALUE!,158.8170521,175.1371614,163.7372395,1.20028,1.21739,1.00788,-1.11854,0.86615,0.0089,-0.004,2.5705,0.22326,-0.4786,-6.14217,-6.33505,-2.81435,-3.21373,-2.47852,1.483889,1.833758,1.483889,1.963427466,1.975263358,1.840400745,86.16600832,141.9500237,109.9031875,-25.76941612,12,12,9,-3.83161,0.574984,49.143,696,17.8192,47.205,3,2.6004,5.0159,-0.11259,130.647,784,94.9096,91.6564,9,4.719,-1.34596,-0.0658037,184.821,264,103.613,46.5187,12,3.1482,-1.08948,7.14E-05,19.8178,16,15.136,6.87267,2,0.4092,0,0,0,0,0,0,0,0
CuCuCoZn_6,199.3258947,158.7540401,129.1909079,166.6095367,0.89179,1.01037,1.20575,-1.0211,0.76389,0.5312,2.6222,0.0072,0.31417,0.3946,-2.65489,-2.90067,-6.51576,-3.11343,-2.50037,3.601245,0.658546,0.658546,1.9966713,1.900376453,1.879118925,85.86396525,115.3337311,108.3817672,-46.37956086,11,9,12,-3.17349,0.992966,37.5832,688,18.6792,46.2486,3,2.6664,6.32325,0.397689,113.27,680,89.3712,72.254,8,3.9204,-5.54881,0.0773518,162.522,240,85.484,50.0227,11,3.0756,2.35638,0.0043701,20.3328,128,23.6672,11.734,2,0.8712,-0.999963,-0.000204211,18.4179,16,15.136,6.68408,2,0.4092
ZnCuMnZn_5,163.288279,158.4048486,174.7380854,157.9978961,1.18955,1.15698,1.22559,-1.18871,0.83848,0.02,4.71598,0.0116,0.111,-0.4575,-6.00965,-2.47742,-6.36445,-2.9677,-2.37051,0.883485,3.53699,0.883485,1.958664352,2.005779859,1.877896163,88.52914494,143.0992791,112.2213239,-22.50241064,12,7,12,-4.24621,0.526981,44.0749,680,16.684,48.4123,3,2.673,5.42451,-0.0597635,118.817,784,94.9096,93.5253,9,4.719,-1.43687,-0.0355844,168.255,264,103.613,46.8295,12,3.1482,-1.15446,4.11E-05,17.8725,16,15.136,6.95979,2,0.4092,0,0,0,0,0,0,0,0
CuCuCoFe_10,214.3069989,158.2446931,129.6792509,177.0117685,0.9008,1.03807,1.05257,-0.93808,0.69081,0.5496,2.6499,3.6903,0.49602,0.332,-2.82313,-2.94653,-3.87614,-3.42746,-2.4366,3.701574,0.477431,0.477431,2.053078216,1.938029592,1.840352466,85.24088782,115.2978116,110.5621019,-47.30628211,11,9,8,-2.80621,3.41748,33.0606,656,19.2984,45.7163,3,2.8644,5.7733,0.688724,128.221,680,89.3712,71.8126,8,3.9204,-5.09328,0.103847,183.856,240,85.484,49.6898,11,3.0756,2.1622,0.00850674,22.41,128,23.6672,11.589,2,0.8712,-0.916007,-0.000372015,20.2612,16,15.136,6.60121,2,0.4092
CuCuCuCo_7,#VALUE!,158.1685536,181.1285528,167.2869158,0.90742,0.87011,0.99185,-0.86418,0.75088,0.5523,0.4876,2.6214,0.54926,0.3991,-2.67024,-2.43731,-2.97069,-3.04796,-2.42171,3.953934,0.772334,0.772334,2.027718524,1.965655863,1.815989873,83.58666224,114.5595676,101.1080502,-47.21066707,11,11,9,-2.39324,2.01101,24.6222,680,19.5392,46.9679,3,2.7324,5.19472,0.850287,107.534,680,89.3712,72.4116,8,3.9204,-4.69404,0.123001,154.999,240,85.484,49.4902,11,3.0756,1.99203,0.0100515,18.6806,128,23.6672,11.5917,2,0.8712,-0.846266,-0.000455886,16.8147,16,15.136,6.59434,2,0.4092
CuCuFeZn_3,247.0023529,157.325768,258.7829723,164.3069731,0.89054,0.89019,1.1941,-0.90649,0.56049,-0.5229,2.6856,0.0042,0.0575,-0.015,-2.93026,-3.69485,-6.80319,-3.56823,-1.39562,0.807811,0.952785,0.807811,2.039985822,1.840712399,1.91319698,86.33038624,106.1380786,106.4871697,-52.91522964,11,8,12,-2.69665,0.124597,47.9153,680,18.5072,50.5627,3,2.6796,3.85378,-0.0135073,135.115,784,94.9096,83.7594,9,4.719,-0.627291,0.000550275,190.494,256,96.0448,45.2767,11,2.9436,-1.35154,5.00E-05,38.2129,24,22.704,9.82569,3,0.6138,0,0,0,0,0,0,0,0
CuCuCoCo_9,206.5880283,157.189242,175.2238029,164.8110691,0.91066,1.01677,0.96854,-0.9205,0.7538,0.5481,2.6271,2.5785,0.52013,0.3956,-2.75238,-2.83281,-3.06706,-3.34699,-2.51731,3.922501,0.497744,0.497744,2.038361696,1.898171031,1.849581443,86.48937556,119.1124075,108.9258895,-43.85194152,11,9,9,-2.66574,2.99267,28.959,664,19.4704,44.4115,3,2.8512,5.60399,0.765683,123.665,680,89.3712,71.8553,8,3.9204,-5.00838,0.124686,177.3,240,85.484,49.568,11,3.0756,2.12354,0.00781235,22.0581,128,23.6672,11.6417,2,0.8712,-0.900764,-0.000338085,19.991,16,15.136,6.63673,2,0.4092
CuCuCuZn_4,#VALUE!,156.8085445,167.6308563,158.2972031,0.89904,0.90861,1.18929,-0.99254,0.76359,0.5497,0.546,0.0023,0.30492,0.4024,-2.33619,-2.50033,-5.8294,-2.45954,-2.07284,3.831435,1.215827,1.215827,1.981150561,1.961558963,1.871929465,83.56092536,112.0722871,101.6631267,-48.29084566,11,11,12,-2.97458,0.334802,26.2333,704,18.748,48.7247,3,2.5476,6.06417,0.412968,79.2383,680,89.3712,73.0022,8,3.9204,-5.38999,0.0693205,114.681,240,85.484,50.1313,11,3.0756,2.28878,0.00494275,13.5504,128,23.6672,11.7008,2,0.8712,-0.973503,-0.000234788,12.065,16,15.136,6.64264,2,0.4092
CuCuCuCu_5,138.5770711,155.3933999,177.0222705,171.4562101,0.89451,0.90721,0.88436,-0.8066,0.75627,0.5453,0.5476,0.4932,0.6551,0.4009,-2.42235,-2.56941,-2.51257,-2.81941,-2.14366,3.945544,0.824915,0.824915,1.991302206,1.963575002,1.900725386,84.53311988,113.1358061,103.2181125,-47.38584037,11,11,11,-2.16659,1.03905,21.1578,696,19.608,46.296,3,2.6136,4.82955,0.999552,92.9514,680,89.3712,72.5691,8,3.9204,-4.38246,0.142537,133.213,240,85.484,49.6996,11,3.0756,1.85979,0.0105864,15.8319,128,23.6672,11.63,2,0.8712,-0.790904,-0.000504427,14.1292,16,15.136,6.60381,2,0.4092
CuCuMnNi_8,196.529737,155.0048259,198.0814076,151.8279706,0.90276,1.04488,0.84818,-0.88434,0.69015,0.5798,3.7163,1.3722,0.30486,0.2824,-2.60275,-2.9756,-2.10605,-2.88204,-2.22949,2.581702,0.639302,0.639302,2.021992163,1.909173554,1.916735263,89.10178846,113.796113,110.0301612,-45.81396242,11,7,10,-2.47246,1.72804,22.1467,656,18.4384,48.2453,3,2.7522,5.33842,0.284276,94.7242,680,89.3712,71.6487,8,3.9204,-4.3567,0.0247211,131.288,232,77.916,50.7787,10,2.871,1.57712,0.00414305,29.9954,136,31.2352,15.0807,3,1.0758,-0.868448,-0.000106701,16.2263,16,15.136,6.68651,2,0.4092
CuCuZnZn_3,189.2045915,154.9260609,150.192284,153.7472113,0.91998,1.22035,1.19818,-1.13334,0.75381,0.5736,-0.0062,0.0041,0.11357,0.3921,-2.33323,-5.59258,-5.8361,-2.31013,-2.07317,3.679695,1.173878,1.173878,1.966759875,1.949181114,1.868482252,86.76390992,117.9648138,106.8732132,-43.42186937,11,12,12,-3.78367,0.0649053,31.7918,712,17.888,48.4886,3,2.4816,7.16432,0.118508,75.2171,680,89.3712,73.6231,8,3.9204,-6.16962,0.0293896,109.084,240,85.484,50.6566,11,3.0756,2.61456,0.00152979,13.0648,128,23.6672,11.8396,2,0.8712,-1.11002,-6.70E-05,11.655,16,15.136,6.74345,2,0.4092
ZnCuZnZn_2,#VALUE!,154.5506143,146.8631497,164.4067421,1.19554,1.21682,1.23303,-1.23698,0.848,-0.0026,-0.0005,-0.0018,0.00047,0.4804,-5.5946,-5.69673,-5.87202,-2.49221,-1.98028,3.674787,1.463056,1.463056,1.971253247,1.964764501,1.890508305,85.97727838,150.2484383,106.9173003,-19.97505093,12,12,12,-4.50927,-2.30E-06,42.7747,720,17.028,52.0024,3,2.4156,5.69658,0.00031396,89.9275,784,94.9096,97.6226,9,4.719,-1.51461,0.000158277,128.55,264,103.613,48.7063,12,3.1482,-1.20281,-1.69E-07,12.7378,16,15.136,7.17472,2,0.4092,0,0,0,0,0,0,0,0
CuCuCuNi_6,#VALUE!,152.9018002,171.2435446,137.2091855,0.88934,0.91,0.99393,-0.88996,0.78209,0.5382,0.536,1.6039,0.51433,0.4187,-2.39263,-2.45476,-2.44754,-2.81802,-2.11263,4.052859,1.153201,1.153201,2.013555917,1.960071964,1.82479274,82.83022649,111.2289067,110.7861993,-51.21460765,11,11,10,-2.4859,1.37743,20.5573,688,19.6424,45.4104,3,2.5608,5.32197,0.810867,91.5211,680,89.3712,72.019,8,3.9204,-4.8074,0.110267,131.763,240,85.484,49.6986,11,3.0756,2.05177,0.00902135,15.649,128,23.6672,11.6205,2,0.8712,-0.872446,-0.000406321,13.9398,16,15.136,6.5994,2,0.4092
CuCuMnCu_3,176.6809555,150.9563046,191.5701671,183.496754,0.85423,1.01581,0.71953,-0.81391,0.74077,-0.4248,3.7038,-0.1617,-0.15964,-0.3888,-2.53289,-3.3474,-1.79744,-3.34698,-2.68692,0.395274,3.033736,0.395274,2.039243131,1.833075229,2.017124685,89.41937771,123.4052385,116.0989083,-38.47725656,11,7,11,-2.10768,-0.497646,25.6972,664,18.404,52.7637,3,2.805,5.62881,0.160924,139.815,744,101.205,86.5188,9,4.356,-5.25725,-0.00929584,179.218,176,73.6504,47.2421,10,2.64,1.87181,0.00130586,25.3875,128,23.6672,12.1083,2,0.8712,-0.798153,-6.86E-05,23.5066,16,15.136,6.85168,2,0.4092
CuCuZnCu_2,132.1734761,149.903479,179.3012047,183.118682,0.91826,1.21706,0.91624,-0.98405,0.77129,0.5251,-0.0018,-0.4829,-0.18853,0.4175,-2.40466,-5.65424,-2.51945,-2.62566,-2.03761,1.056256,1.115594,1.056256,1.966472913,1.95589615,1.874639924,87.82424824,126.5716885,111.6131256,-36.60268881,11,12,11,-3.00289,-0.00761661,27.7752,704,18.748,46.2661,3,2.5476,6.07558,-0.16776,86.3883,680,89.3712,73.6949,8,3.9204,-5.34628,-0.0463369,124.001,240,85.484,50.9635,11,3.0756,2.26915,-0.00246974,14.9525,128,23.6672,11.8702,2,0.8712,-0.963916,0.000111233,13.3519,16,15.136,6.75502,2,0.4092
FeCuZnCo_9,185.2112057,142.9170229,143.0246684,126.6231687,1.21209,1.23192,0.98208,-1.00839,0.57292,3.9043,0.0127,2.5897,0.42376,0.1027,-4.42395,-6.43636,-2.9258,-3.60139,-1.49693,3.546388,0.926823,0.926823,1.904104032,1.998165258,1.883398826,89.34783422,132.2534111,110.7812922,-30.89222378,8,12,9,-3.45483,2.75728,49.6492,664,18.4384,47.2335,3,2.7984,4.53071,0.436435,140.51,784,94.9096,86.3314,9,4.719,-1.11295,0.0168784,202.51,264,103.613,46.4982,12,3.1482,-0.979792,-6.78E-05,19.6835,16,15.136,6.8534,2,0.4092,0,0,0,0,0,0,0,0
CuCuZnNi_5,112.6134996,139.9974667,133.2289272,118.0850421,0.92272,1.23475,0.96682,-0.97084,0.76237,0.5683,-0.0064,1.5678,0.45546,0.405,-2.53219,-5.90502,-2.54801,-2.98139,-2.18221,3.907488,0.88133,0.88133,1.979481834,1.972595708,1.829203952,88.34800635,125.2072685,112.4002133,-37.38420645,11,12,10,-3.03319,0.969993,32.7512,696,18.7824,45.6627,3,2.4948,6.06835,0.530228,100.587,680,89.3712,73.3789,8,3.9204,-5.26641,0.107739,143.603,240,85.484,50.775,11,3.0756,2.23882,0.00677269,17.873,128,23.6672,11.8365,2,0.8712,-0.950103,-0.000291494,16.0449,16,15.136,6.74354,2,0.4092
ZnCuNiZn_4,#VALUE!,129.4298284,160.0720412,173.4410883,1.20592,1.06444,1.20054,-1.16,0.79082,-0.0082,1.6456,0.0042,0.16329,0.4382,-5.26298,-2.24472,-5.78537,-2.47937,-2.01072,3.757974,1.352124,1.352124,1.95860507,1.916830134,1.867978518,90.13513627,131.9748539,119.4746684,-28.92404325,12,10,12,-4.02624,0.268057,32.9584,704,17.9224,46.6279,3,2.4288,5.21668,0.148676,85.1103,784,94.9096,92.3493,9,4.719,-1.40324,0.046536,122.87,264,103.613,46.2828,12,3.1482,-1.13281,-6.04E-05,12.2574,16,15.136,6.87283,2,0.4092,0,0,0,0,0,0,0,0
CuCuZnFe_5,174.2444913,126.2319692,160.2085673,187.6476698,0.92142,1.22017,1.04466,-0.978,0.69135,-0.5356,0.0004,3.6533,0.27875,0.3272,-2.7242,-6.30661,-3.81453,-3.30708,-2.28165,0.921846,0.885828,0.885828,2.038284901,1.985066094,1.806198054,85.39150682,121.3514977,110.1539108,-42.43270411,11,12,8,-3.11615,0.86917,42.4806,680,18.5072,48.4228,3,2.6796,6.17383,0.109418,120.902,680,89.3712,73.666,8,3.9204,-5.31654,0.0580246,174.15,240,85.484,50.9908,11,3.0756,2.25582,0.0007136,20.6517,128,23.6672,11.7643,2,0.8712,-0.953442,-2.51E-05,18.5725,16,15.136,6.70384,2,0.4092
MnCuZnCu_4,193.3948898,118.3922256,131.4829696,135.5236144,1.12763,1.23749,0.82931,-0.98693,0.805,4.25726,0.0307,-0.3672,-0.11037,-0.428,-2.89381,-6.33084,-2.27989,-3.4918,-2.29027,0.616457,3.069435,0.616457,1.88298983,1.96651334,1.952621077,93.21194614,143.9619913,117.9160421,-13.20363588,7,12,11,-3.15268,-0.432734,40.1716,672,17.544,49.3543,3,2.739,6.18943,0.0657562,128.768,680,89.3712,79.9952,8,3.9204,-5.32963,0.0231336,182.771,240,85.484,55.4641,11,3.0756,2.28134,0.000562887,23.6201,128,23.6672,12.7769,2,0.8712,-0.962503,-1.77E-05,21.4141,16,15.136,7.294,2,0.4092
ZnCuZnMn_5,#VALUE!,117.139862,176.2031145,169.7785155,1.20547,1.23935,1.1213,-1.18922,0.80041,0.0132,0.008,4.68746,0.13205,-0.4372,-5.87023,-6.01562,-2.62637,-2.92134,-2.26453,0.909034,2.165207,0.909034,1.978145896,1.935026539,1.916204243,88.4161886,142.6358387,125.1161613,-13.34729089,12,12,7,-4.2409,0.621779,42.3951,680,16.684,51.184,3,2.673,5.43104,-0.0753926,112.171,784,94.9096,100.376,9,4.719,-1.44755,-0.0356495,160.763,264,103.613,49.903,12,3.1482,-1.15681,4.49E-05,16.7428,16,15.136,7.3831,2,0.4092,0,0,0,0,0,0,0,0
