    0.7370635537E-01    0.7314986187E-01    0.7964680811E-01    0.7290483308E+00    0.3936068443E-01    0.3716511756E+00
   -0.1864759428E+00   -0.5222852325E+00    0.3089873867E+00    0.4628389975E+00    0.5324788479E+00    0.1160578528E+01
    0.1101113995E+00    0.3263109503E+00    0.1085385081E+00    0.7688527616E+00    0.7396952501E-01    0.3006391469E+00
   -0.7853803340E-01   -0.2992896291E+00    0.2427711051E+00    0.6017130003E+00    0.4049203566E+00    0.6619218788E+00
    0.6004770146E-01    0.2426821489E+00    0.1270400592E+00    0.7397325041E+00    0.1013835224E+00    0.3518400157E+00
    0.1161310165E+00    0.3110316120E+00    0.1150767474E+00    0.7594102351E+00    0.8520740196E-01    0.3168113277E+00
   -0.5862014535E-01   -0.2208740505E+00    0.2007489715E+00    0.5500860115E+00    0.2323942298E+00    0.8178975271E+00
    0.1556417025E+00    0.4290961155E+00    0.1291269664E-01    0.9579127250E+00    0.9081319269E-03    0.4393644002E-01
    0.8733970745E-01    0.3872280648E+00    0.8419516778E-01    0.8074618202E+00    0.4208909547E-01    0.2384486486E+00
   -0.2793437580E+00   -0.7524803857E+00    0.3899096189E+00    0.2956315535E+00    0.1134508928E+01    0.2382588861E+01
